英国政府,香港,"['我', '奉命', '告诉', '你', '，', '英国', '政府', '无意', '使', '香港', '殖民地', '被', '阴谋', '颠覆', '友好', '邻邦者', '用', '为', '庇护', '所', '。']","(9, 10)","(5, 7)",《1911之革命尚未成功》作者：王树增.txt
兴中会,香港,"['在', '陈少白', '的', '联络', '下', '，', '一九', 'OO', '年', '二月', '，', '哥老会堂', '主', '、', '三合会', '首领', '和', '兴中会', '领袖', '在', '香港', '齐聚', '一', '堂', '，', '这', '是', '兴中会', '与', '中国', '南方', '著名', '民间会党', '的', '前所未有', '的', '联合', '。']","(20, 21)","(17, 18)",《1911之革命尚未成功》作者：王树增.txt
兴中会,中国,"['在', '陈少白', '的', '联络', '下', '，', '一九', 'OO', '年', '二月', '，', '哥老会堂', '主', '、', '三合会', '首领', '和', '兴中会', '领袖', '在', '香港', '齐聚', '一', '堂', '，', '这', '是', '兴中会', '与', '中国', '南方', '著名', '民间会党', '的', '前所未有', '的', '联合', '。']","(29, 30)","(27, 28)",《1911之革命尚未成功》作者：王树增.txt
台湾银行,日本,"['倘若', '孙中山', '的', '起义军', '攻击', '厦门', '并且', '抢', '了', '台湾', '银行', '，', '日本', '人', '就', '能', '以', '“', '保护', '日本', '侨民', '”', '为', '借口', '出兵', '厦门', '，', '然后', '一举', '占领', '中国', '福建', '。']","(12, 13)","(9, 11)",《1911之革命尚未成功》作者：王树增.txt
上海市议会,中国,"['Shang', 'hai', 'Municipal', 'Coun-cil', '，', '英文', '字面', '上', '应', '是', '“', '上海市', '议会', '”', '，', '一个', '在', '中国', '国土', '上', '专门', '为', '洋人', '服务', '的', '机构', '。']","(17, 18)","(11, 13)",《1911之革命尚未成功》作者：王树增.txt
比利时俄,斯敦港,"['一九', 'O', '五', '年', '初', '，', '在', '欧洲', '浓重', '的', '冬雾', '中', '，', '一', '位', '身', '穿', '皮大衣', '的', '中国', '人', '走', '出', '船舱', '，', '踏', '上', '了', '比利时', '俄', '斯敦港', '潮湿', '的', '台阶', '。']","(30, 31)","(28, 30)",《1911之革命尚未成功》作者：王树增.txt
法国政府,中国,"['孙中山', '认为', '这', '是', '一个', '好', '机会', '，', '如果', '法国', '政府', '愿意', '支持', '中国', '革命', '，', '他', '可以', '抛开', '原本', '抱', '有', '极大', '期望', '的', '日本', '人', '。']","(13, 14)","(9, 11)",《1911之革命尚未成功》作者：王树增.txt
中国政府,云南,"['这种', '政策', '将', '与', '我们', '所', '历来', '实行', '的', '对待', '中国', '政府', '的', '政策', '背道而驰', '，', '因此', '导致', '我们', '与', '中国', '政府', '以及', '云南', '民众', '之间', '关系', '的', '完全', '改变', '。']","(23, 24)","(20, 22)",《1911之革命尚未成功》作者：王树增.txt
檀香山法院,美国,"['为了', '能够', '顺利', '进入', '美国', '，', '孙中山', '设法', '搞', '到', '一', '张', '檀香山', '出生', '证明', '，', '然后', '经', '在', '檀香山', '法院', '宣誓', '，', '领到', '了', '美国', '岛居', '居民', '所', '持有', '的', '护照', '。']","(25, 26)","(19, 21)",《1911之革命尚未成功》作者：王树增.txt
法国政府,中国,"['根据', '拉法埃·罗呈', '给', '外交部', '的', '报告', '，', '可以', '看出', '，', '此时', '孙中山', '依旧', '对', '法国', '政府', '抱有', '幻想', '：', '“', '孙逸仙', '作为', '中国', '南方', '反清', '运动', '的', '领导人', '，', '曾经', '得到', '日本', '的', '援助', '；']","(22, 23)","(14, 16)",《1911之革命尚未成功》作者：王树增.txt
法国政府,大清帝国,"['孙宝琦', '不', '愿', '事态', '扩大', '，', '打算', '对', '此事', '睁', '一', '只', '眼', '闭', '一', '只', '眼', '，', '但是', '法国', '政府', '的', '函件', '涉及', '大清帝国', '国家', '利益', '，', '为此', '他', '不得不', '与', '法国', '有关', '部门', '进行', '交涉', '。']","(24, 25)","(19, 21)",《1911之革命尚未成功》作者：王树增.txt
中国教育会,上海,"['一九', 'O', '四', '年', '秋', '冬', '之', '交', '，', '中国', '教育会', '会长', '蔡元培', '到达', '上海', '，', '归国', '的', '浙江', '籍', '留', '日', '学生', '决定', '成立', '革命', '组织', '，', '推举', '蔡元培', '为', '会长', '，', '定名', '为', '“', '光复会', '”', '。']","(14, 15)","(9, 11)",《1911之革命尚未成功》作者：王树增.txt
同盟会,日本东京赤坂区灵南坂日本,"['八月', '二十日', '，', '同盟会', '成立', '大会', '在', '日本', '东京', '赤坂区', '灵南坂', '日本', '友人', '坂本金', '弥家', '举行', '。']","(7, 12)","(3, 4)",《1911之革命尚未成功》作者：王树增.txt
同盟会,中国,"['同盟会', '是', '中国', '历史', '上', '第一', '个', '带有', '政党', '雏形', '的', '革命', '团体', '。']","(2, 3)","(0, 1)",《1911之革命尚未成功》作者：王树增.txt
美国外交部,美国,"['伍廷芳', '与', '美国', '外交部', '交涉', '，', '美国', '人', '不', '理会', '，', '于是', '只有', '求助', '民间会党', '，', '让', '他们', '给', '梁启超', '写信', '，', '警告', '说', '他', '依旧', '是', '朝廷', '通缉', '的', '要犯', '，', '一旦', '在', '檀香山', '登岸', '，', '必将', '有', '炸弹', '和', '匕首', '在', '等', '着', '他', '。']","(6, 7)","(2, 4)",《1911之革命尚未成功》作者：王树增.txt
日本政府,中国,"['同盟会', '总部', '设', '在', '日本', '东京', '，', '这', '本身', '就', '是', '一个', '严重', '的', '缺陷', '，', '因为', '日本', '政府', '对', '中国', '革命派', '所', '持有', '的', '立场', '，', '直接', '影响', '着', '同盟会', '的', '生存', '状况', '。']","(20, 21)","(17, 19)",《1911之革命尚未成功》作者：王树增.txt
中华革命党,南洋,"['最', '大', '的', '“', '山头', '”', '还是', '以', '孙中山', '为', '首', '，', '他', '组织', '的', '中华', '革命党', '和', '南洋', '各', '分会', '有力', '地', '支持', '了', '他', '的', '革命', '事业', '。']","(18, 19)","(15, 17)",《1911之革命尚未成功》作者：王树增.txt
萍乡知县急电,江西,"['萍乡', '知县', '急电', '江西', '巡抚', '吴重熹', '：', '“', '抚宪钧鉴', '：', '浏醴', '会', '匪', '聚众', '数千', '人', '，', '竖白', '旗', '伪号', '革命', '，', '上栗市', '已', '破', '，', '万分', '危急', '，', '请', '速', '派兵', '。']","(3, 4)","(0, 3)",《1911之革命尚未成功》作者：王树增.txt
南洋江元兵轮,浔,"['惟因', '仓猝', '之间', '，', '兵轮', '不', '敷', '调遣', '，', '乃', '先', '派步队', '一', '营', '，', '于', '前月', '二十八日', '乘坐', '南洋', '江元', '兵轮', '赴', '浔', '。']","(23, 24)","(19, 22)",《1911之革命尚未成功》作者：王树增.txt
延教会同仁医院英,英国,"['“', '恩铭', '既', '回署', '，', '命家人', '往', '延教会', '同仁', '医院', '英', '（', '英国', '）', '医生', '戴璜', '，', '命', '取出', '子弹', '，', '戴璜答', '以', '非割腹', '不', '能', '出', '之', '，', '恩铭许', '之', '，', '遂', '用', '铜器', '撑', '开', '肚皮', '，', '遍', '觅', '子弹', '不见', '，', '因', '复用', '线', '缝合', '。']","(12, 13)","(7, 11)",《1911之革命尚未成功》作者：王树增.txt
哥伦比亚大学,中国,"['哥伦比亚', '大学', '中国', '留学生', '顾维钧', '请', '孙中山', '在', '一', '家', '中国', '餐馆', '吃饭', '——', '“', '他', '的', '话', '使', '我', '心服', '。']","(2, 3)","(0, 2)",《1911之革命尚未成功》作者：王树增.txt
内务部,九门,"['居民', '们', '立即', '报告', '官厅', '，', '官厅', '层层', '上报', '，', '一直', '报到', '内务部', '尚书', '善耆', '、', '九门', '提督', '毓朗', '和', '警察', '总厅', '丞章', '宗祥', '那里', '。']","(16, 17)","(12, 13)",《1911之革命尚未成功》作者：王树增.txt
大清帝国政府,库平,"['至', '一九一一', '年', '，', '大清帝国', '政府', '的', '外债', '总额', '已', '达', '库平', '银二亿', '四千六百万', '两', '，', '最低', '年息', '百分之五', '，', '最高', '竞达', '百分之十二', '。']","(11, 12)","(4, 6)",《1911之革命尚未成功》作者：王树增.txt
大清帝国政府,英,"['在', '邮传部', '尚书盛', '宣怀', '的', '推动', '下', '，', '大清帝国', '政府', '与', '英', '、', '美', '、', '德', '、', '法', '四', '国', '银行团', '在', '北京', '签订', '了', '《川粤汉铁路借款合同》', '，', '借款', '总额', '六百万', '英镑', '，', '年息', '五', '厘', '，', '四', '国', '银行', '组成', '的', '债权团', '享有', '上述', '铁路', '的', '修筑权', '和', '继续', '投资', '的', '优先权', '。']","(11, 12)","(8, 10)",《1911之革命尚未成功》作者：王树增.txt
大清帝国政府,美,"['在', '邮传部', '尚书盛', '宣怀', '的', '推动', '下', '，', '大清帝国', '政府', '与', '英', '、', '美', '、', '德', '、', '法', '四', '国', '银行团', '在', '北京', '签订', '了', '《川粤汉铁路借款合同》', '，', '借款', '总额', '六百万', '英镑', '，', '年息', '五', '厘', '，', '四', '国', '银行', '组成', '的', '债权团', '享有', '上述', '铁路', '的', '修筑权', '和', '继续', '投资', '的', '优先权', '。']","(13, 14)","(8, 10)",《1911之革命尚未成功》作者：王树增.txt
大清帝国政府,德,"['在', '邮传部', '尚书盛', '宣怀', '的', '推动', '下', '，', '大清帝国', '政府', '与', '英', '、', '美', '、', '德', '、', '法', '四', '国', '银行团', '在', '北京', '签订', '了', '《川粤汉铁路借款合同》', '，', '借款', '总额', '六百万', '英镑', '，', '年息', '五', '厘', '，', '四', '国', '银行', '组成', '的', '债权团', '享有', '上述', '铁路', '的', '修筑权', '和', '继续', '投资', '的', '优先权', '。']","(15, 16)","(8, 10)",《1911之革命尚未成功》作者：王树增.txt
直属营队,武昌城,"['由于', '首先', '发难', '的', '第二十一', '协', '直属营队', '驻扎', '在', '距', '武昌城', '较', '远', '的', '郊区', '，', '因此', '他们', '放火', '烧', '了', '营房', '并', '开始', '向', '武昌城', '前进', '的', '行动', '，', '并', '没有', '立即', '引起', '连锁反应', '，', '武昌城', '依旧', '沉寂', '在', '暮色', '之中', '。']","(10, 11)","(6, 7)",《1911之革命尚未成功》作者：王树增.txt
保定陆军学堂,日本,"['以前', '的', '历次', '演练', '计划', '，', '均', '由', '保定', '陆军', '学堂', '的', '日本', '教官', '拟定', '，', '这', '次', '则', '由', '军谘', '大臣', '载涛', '率领', '军谘府', '的', '官员', '们', '策划', '制定', '。']","(12, 13)","(8, 11)",《1911之革命尚未成功》作者：王树增.txt
鸿胪寺正卿英杰,观音寺,"['晚上', '，', '大理院', '正', '卿', '岳桂', '、', '鸿胪寺', '正卿', '英杰', '等', '官员', '在', '观音寺', '福兴', '居', '为', '荫昌', '设宴', '饯行', '，', '荫昌', '兴致', '很', '浓', '地', '唱', '了', '几', '句', '《战太平》', '里', '大花脸', '的', '戏词', '：', '“', '……']","(13, 14)","(7, 10)",《1911之革命尚未成功》作者：王树增.txt
满洲政府,组成共和国,"['旧金山', '电', '云', '：', '中国', '革命党', '首领', '孙逸仙', '声言', '，', '必须', '推翻', '目', '下', '之', '满洲', '政府', '以', '组成共和国', '，', '彼', '将', '有', '为', '将来', '共和', '总统', '之', '希望', '。']","(18, 19)","(15, 17)",《1911之革命尚未成功》作者：王树增.txt
芝加哥大学,中国,"['约', '有', '五十', '名', '受到', '美国', '民主', '精神', '熏陶', '的', '中国', '青年人', '已', '毕业', '于', '芝加哥', '大学', '，', '准备', '随', '孙逸仙', '博士', '回', '中国', '……']","(23, 24)","(15, 17)",《1911之革命尚未成功》作者：王树增.txt
美国政府,美国,"['为了', '得到', '美国', '政府', '的', '支持', '，', '孙中山', '写信', '给', '美国', '国务卿', '要求', '会晤', '，', '但是', '没有', '得到', '任何', '回音', '。']","(10, 11)","(2, 4)",《1911之革命尚未成功》作者：王树增.txt
英国政府,美国,"['但是', '，', '他', '很快', '就', '发现', '自己', '陷入', '了', '一个', '尴尬', '的', '政治', '困境', '中', '：', '对', '中国', '政局', '有着', '重要', '影响', '的', '英国', '政府', '，', '其', '政治', '立场', '与', '美国', '《纽约时报》', '所', '持', '的', '一样', '——', '列强', '们', '从来', '没有', '对', '孙中山', '在', '中国', '的', '政治', '地位', '表示', '过', '认同', '。']","(30, 31)","(23, 25)",《1911之革命尚未成功》作者：王树增.txt
外务部,沪,"['后', '历任', '外务部', '右', '侍郎', '，', '沪', '宁', '、', '京', '汉', '铁路', '总办', '和', '邮传部', '左侍郎', '。']","(6, 7)","(2, 3)",《1911之革命尚未成功》作者：王树增.txt
上海都督府,沧州,"['他们', '住', '进', '上海', '都督府', '指定', '的', '沧州', '饭店', '，', '由于', '饭店', '的', '主人', '是', '考取', '过', '进士', '的', '刘学洵', '——', '就', '是', '当年', '奉', '慈禧', '太后', '之', '命', '到', '日本', '刺杀', '康有为', '的', '那个', '清廷密', '使', '——', '安全', '应该', '不成', '问题', '，', '但是', '“', '不', '到', '两三', '天', '就', '接连', '出', '了', '些', '事', '。']","(7, 8)","(3, 5)",《1911之革命尚未成功》作者：王树增.txt
内务部,江苏省,"['大清', '王朝', '垮台', '后', '，', '他', '在', '上海', '军政府', '当', '过', '谍报', '科长', '，', '又', '到', '南京', '临时', '政府', '卫队', '混', '过', '一阵子', '，', '后', '投靠', '袁世凯', '的', '内务部', '秘书', '洪述祖', '，', '当', '上', '了', '江苏省', '巡查长', '和', '共', '进', '会长', '。']","(35, 36)","(28, 29)",《1911之革命尚未成功》作者：王树增.txt
安徽都督柏文蔚,广东,"['接着', '，', '湖南', '都督', '谭延闿', '、', '江西', '都督', '李烈钧', '、', '安徽', '都督', '柏文蔚', '和', '广东', '都督', '胡汉民', '——', '四', '位', '国民党', '都督', '——', '联名', '通电', '反对', '。']","(14, 15)","(10, 13)",《1911之革命尚未成功》作者：王树增.txt
安徽铜官山铁矿,芜湖,"['中国', '最', '富', '的', '另', '一个', '地方', '是', '安徽', '铜官山', '铁矿', '，', '那个', '地方', '靠近', '芜湖', '，', '几乎', '就', '在', '长江', '边上', '。']","(15, 16)","(8, 11)",《1911之革命尚未成功》作者：王树增.txt
日本三井物产株式会社,安徽省,"['一九一二年', '六月', '一日', '，', '日本', '三井', '物产', '株式会社', '向', '安徽省', '府垫', '借', '二十万', '日元', '的', '款项', '，', '安徽', '省府', '以', '这些', '铁矿', '作为', '担保', '，', '定于', '一九一四年', '六月', '一日', '偿还', '”', '。']","(9, 10)","(4, 8)",《1911之革命尚未成功》作者：王树增.txt
日本士官学校,云南,"['后', '考入', '日本', '士官', '学校', '，', '毕业', '后', '回', '云南', '，', '先后', '出任', '督练', '所', '参谋处', '提调', '，', '讲', '武堂', '教官', '、', '监督', '，', '新军', '第十九', '镇', '参谋官', '，', '第七十四', '标', '第一', '营管带', '。']","(9, 10)","(2, 5)",《1911之革命尚未成功》作者：王树增.txt
朝鲜邮电总局,中国,"['值', '此', '危急', '关头', '，', '朝鲜', '邮电', '总局', '落成', '，', '三', '位', '中国', '驻军', '最高', '长官', '接到', '参加', '典礼', '的', '邀请', '。']","(12, 13)","(5, 8)",《1912-1928：文武北洋》.txt
中国政府,日本,"['后来', '，', '在', '日本', '人', '的', '压力', '之下', '，', '虚弱', '的', '中国', '政府', '不得不', '让', '日本', '分享', '了', '朝鲜', '宗主国', '的', '地位', '！']","(15, 16)","(11, 13)",《1912-1928：文武北洋》.txt
中国政府,朝鲜,"['后来', '，', '在', '日本', '人', '的', '压力', '之下', '，', '虚弱', '的', '中国', '政府', '不得不', '让', '日本', '分享', '了', '朝鲜', '宗主国', '的', '地位', '！']","(18, 19)","(11, 13)",《1912-1928：文武北洋》.txt
中国共产党,沪,"['从', '幽静', '的', '“', '中国', '共产党', '代表团', '驻', '沪', '办事处', '”', '回来', '的', '路上', '，', '在', '一个', '公交车', '的', '站牌', '旁', '，', '偶然', '见', '一', '方', '里', '弄口', '的', '墙上', '嵌', '着', '一', '块', '小小的', '铭牌', '，', '上面', '刻', '着', '四', '个', '字', '：']","(8, 9)","(4, 6)",《1912-1928：文武北洋》.txt
若道中华国果亡,湖南,"['此', '“', '歌', '”', '后来', '传回', '中国', '，', '大行其道', '，', '尤其', '诗', '中', '的', '那', '句', '“', '若道', '中华', '国果亡', '，', '除非', '湖南', '人尽死', '”', '的', '豪言', '，', '曾', '沸腾', '了', '包括', '毛泽东', '在内', '的', '多少', '湘籍', '热血', '青年', '的', '心', '！']","(22, 23)","(17, 20)",《1912-1928：文武北洋》.txt
国民政府,日本,"['果真', '是', '“', '家门', '不幸', '”', '，', '因', '其', '一直', '是', '颠覆', '政府', '的', '革命党', '首领', '，', '致使', '安庆', '城里', '有名', '的', '“', '陈', '家', '大洋', '房子', '”', '被', '北洋', '政府', '和', '国民', '政府', '先后', '两', '度', '抄家', '，', '至', '日本', '侵略军', '占领', '安庆', '后', '，', '陈', '家', '已', '彻底', '衰败', '。']","(40, 41)","(32, 34)",《1912-1928：文武北洋》.txt
中国共产党,台湾,"['陈独秀', '归葬', '家乡', '两', '年', '后', '，', '江山', '易主', '，', '他', '始创', '的', '中国', '共产党', '终于', '把', '宿敌', '蒋介石', '赶到', '了', '台湾', '岛', '上', '，', '他', '的', '学生', '毛泽东', '在', '世界', '东方', '升起', '了', '第一', '面', '五星红旗', '。']","(21, 22)","(13, 15)",《1912-1928：文武北洋》.txt
中国共产党,中国,"['民国', '二十一', '年', '（', '1932年', '）', '10月', '15日', '落入', '敌手', '的', '陈独秀', '之所以', '没', '像', '后来', '的', '中共', '领袖', '向忠发', '、', '瞿秋白', '那样', '一', '被', '逮捕', '便', '被', '蒋介石', '下令', '就地', '处决', '，', '除', '因', '他', '乃', '五四', '时期', '大名鼎鼎', '的', '知识界', '领袖', '外', '，', '还', '因', '他', '已经', '不', '是', '中国', '共产党', '的', '领导者', '，', '他', '不过', '是', '另类', '共产党', '——', '中国', '共产党', '左派', '反对派', '（', '亦', '即', '中国', '托派', '）', '的', '总书记', '。']","(69, 70)","(62, 64)",《1912-1928：文武北洋》.txt
中国共产党,中国,"['中国', '共产党', '还', '算', '什么', '中国', '人', '的', '党', '？']","(5, 6)","(0, 2)",《1912-1928：文武北洋》.txt
辽宁路,聊城路,"['长江', '边上', '的', '安庆', '，', '正', '如同', '黄海', '边上', '的', '青岛', '——', '德国', '建筑', '一', '条', '街', '（', '广西路', '）', '拆', '得', '差不多', '了', '，', '再', '拆', '日本', '建筑群', '（', '辽宁', '路', '、', '聊城路', '一带', '）', '，', '现在', '又', '盯', '上', '了', '民国', '建筑', '一', '条', '街', '（', '中山路', '）', '，', '一', '任复一任', '，', '文物', '尽', '沉沦', '！']","(33, 34)","(30, 32)",《1912-1928：文武北洋》.txt
中共中央,中国,"['一个', '月', '后', '，', '在', '中共中央', '总书记', '江泽民', '以', '中国', '国家', '元首', '身份', '访问', '美国', '期间', '，', '中国', '驻', '纽约', '总领事馆', '派出', '两', '位', '领事', '携', '鲜花', '前往', '老人', '的', '住处', '探望', '，', '并', '表示', '：', '以后', '有事', '可', '电话', '求助', '。']","(9, 10)","(5, 6)",《1912-1928：文武北洋》.txt
中国共产党,湖南省,"['后来', '，', '随着', '陈独秀', '政治', '行情', '的', '暴跌', '，', '特别', '是', '共和国', '成立', '之后', '，', '人们', '耳熟能详', '的', '是', '：', '1921年', '7月', '1日', '是', '中国', '共产党', '诞生', '纪念日', '，', '与会', '的', '湖南省', '代表', '毛泽东', '成', '了', '中共', '创始人', '，', '而', '前', '一', '年', '陈独秀', '在', '上海', '成立', '的', '只', '是', '“', '中国', '共产主义', '小组', '上海', '组', '”', '或', '“', '中共', '上海', '发起组', '”', '。']","(31, 32)","(24, 26)",《1912-1928：文武北洋》.txt
中国共产主义小组,上海,"['后来', '，', '随着', '陈独秀', '政治', '行情', '的', '暴跌', '，', '特别', '是', '共和国', '成立', '之后', '，', '人们', '耳熟能详', '的', '是', '：', '1921年', '7月', '1日', '是', '中国', '共产党', '诞生', '纪念日', '，', '与会', '的', '湖南省', '代表', '毛泽东', '成', '了', '中共', '创始人', '，', '而', '前', '一', '年', '陈独秀', '在', '上海', '成立', '的', '只', '是', '“', '中国', '共产主义', '小组', '上海', '组', '”', '或', '“', '中共', '上海', '发起组', '”', '。']","(54, 55)","(51, 54)",《1912-1928：文武北洋》.txt
中国共产主义小组,上海,"['后来', '，', '随着', '陈独秀', '政治', '行情', '的', '暴跌', '，', '特别', '是', '共和国', '成立', '之后', '，', '人们', '耳熟能详', '的', '是', '：', '1921年', '7月', '1日', '是', '中国', '共产党', '诞生', '纪念日', '，', '与会', '的', '湖南省', '代表', '毛泽东', '成', '了', '中共', '创始人', '，', '而', '前', '一', '年', '陈独秀', '在', '上海', '成立', '的', '只', '是', '“', '中国', '共产主义', '小组', '上海', '组', '”', '或', '“', '中共', '上海', '发起组', '”', '。']","(60, 61)","(51, 54)",《1912-1928：文武北洋》.txt
美国共产党,上海,"['美国', '共产党', '领袖', '厄尔·白劳德', '曾', '到', '上海', '一行', '，', '他', '对', '这种', '大肆', '挥霍', '的', '风气', '予以', '劝阻', '，', '在', '一', '次', '欢迎', '他', '的', '盛大', '宴会', '上', '，', '除了', '黑', '面包', '和', '白', '开水', '之外', '，', '他', '什么', '也', '没', '吃', '。']","(6, 7)","(0, 2)",《1912-1928：文武北洋》.txt
苏联政府,中国,"['说到底', '，', '他们', '知道', '苏联', '政府', '为', '中国', '如此', '耗费', '是', '到底', '是', '为了', '什么', '吗', '？']","(7, 8)","(4, 6)",《1912-1928：文武北洋》.txt
中共中央,上海,"['但是', '，', '因', '成', '了', '没有', '社会', '职业', '的', '职业', '地下', '工作者', '，', '因', '是', '靠', '共产国际', '的', '代表', '用', '重金', '把', '他', '从', '狱中', '活动', '出来', '的', '，', '因', '要', '服从', '“', '世界', '革命', '”', '大局', '的', '需要', '，', '他', '只得', '屈从', '，', '成为', '靠', '卢布', '润滑', '的', '一', '架', '高速', '旋转', '在', '中国', '政局', '上', '的', '机器', '——', '资料', '显示', '，', '整个', '二十', '年代', '和', '三十', '年代', '前期', '，', '在', '中共中央', '被迫', '从', '上海', '撤', '至', '江西', '苏区', '前', '，', '绝大部分', '党', '的', '经费', '都', '是', '共产国际', '的', '特使', '们', '秘密', '带来', '的', '！']","(75, 76)","(72, 73)",《1912-1928：文武北洋》.txt
中共中央,江西,"['但是', '，', '因', '成', '了', '没有', '社会', '职业', '的', '职业', '地下', '工作者', '，', '因', '是', '靠', '共产国际', '的', '代表', '用', '重金', '把', '他', '从', '狱中', '活动', '出来', '的', '，', '因', '要', '服从', '“', '世界', '革命', '”', '大局', '的', '需要', '，', '他', '只得', '屈从', '，', '成为', '靠', '卢布', '润滑', '的', '一', '架', '高速', '旋转', '在', '中国', '政局', '上', '的', '机器', '——', '资料', '显示', '，', '整个', '二十', '年代', '和', '三十', '年代', '前期', '，', '在', '中共中央', '被迫', '从', '上海', '撤', '至', '江西', '苏区', '前', '，', '绝大部分', '党', '的', '经费', '都', '是', '共产国际', '的', '特使', '们', '秘密', '带来', '的', '！']","(78, 79)","(72, 73)",《1912-1928：文武北洋》.txt
东方劳动者共产主义大学,中国,"['我们', '对', '共产国际', '有', '两', '个', '要求', '：', '一', '、', '尽量', '多', '派', '些', '在', '东方', '劳动者', '共产主义', '大学', '学习', '的', '中国', '学生', '同志', '回国', '工作', '。']","(21, 22)","(15, 19)",《1912-1928：文武北洋》.txt
苏共中央,中国,"['这', '其中', '，', '就', '有', '许多', '陈独秀', '所', '熟悉', '的', '人', '，', '如', '鲍罗廷', '（', '驻', '国民党', '总', '政治', '顾问', '）', '、', '布勃诺夫', '（', '苏共', '中央', '书记', '兼', '政治局', '中国', '使团', '团长', '、', '曾', '任', '苏联', '红军', '政治部', '主任', '）', '，', '加伦', '（', '国民', '革命军', '总', '军事', '顾问', '）', '、', '季山嘉', '（', '军事', '顾问团', '团长', '）', '、', '加拉罕', '（', '苏', '政府', '代理', '外交部长', '）', '、', '米夫', '（', '共产国际', '远东局', '负责人', '）', '、', '罗明那兹', '（', '共产国际', '特使', '、', '八七', '会议', '的', '实际', '主持者', '）', '等', '，', '那位', '名噪一时', '的', '苏联', '政府', '特使', '越', '飞', '是', '被迫', '自杀', '的', '。']","(29, 30)","(24, 26)",《1912-1928：文武北洋》.txt
