Ns,Ns,"(80, 81)","(86, 87)",渤海,滦河,"['\ufeff', '中华', '名人', '传记', '李大钊', '传', ' ', '·', '1', '·', '目', ' ', '录', '第一章', ' ', '勤学', '矢志', '002', '第二章', ' ', '传播', '“', '马列', '”', '014', '第三章', ' ', '“', '五四', '”', '时期', '026', '第四章', ' ', '建党', '前夕', '044', '第五章', ' ', '“', '二七', '”', '风暴', '063', '第六章', ' ', '联合战线', '083', '第七章', ' ', '“', '五卅', '”', '前后', '096', '第八章', ' ', '精神', '不死', '113', ' ', '·', '2', '·', '第一章', ' ', '勤学', '矢志', '在', '那', '广阔', '的', '冀东', '平原', '东端', '，', '濒临', '波涛', '澎湃', '的', '渤海', '，', '紧靠着', '改道', '前', '的', '滦河', '，', '有着', '一望无垠', '的', '田野', '和', '一片', '一片', '错落有致', '的', '村庄', '。']",世界名人传记《李大钊传》.txt
Ni,Nh,"(1, 4)","(9, 10)",永平府中学,李大钊,"['在', '永平', '府', '中学', '两年', '的', '学习', '中', '，', '李大钊', '进一步', '表现', '了', '对', '祖国', '命运', '的', '深切关怀', '，', '常常', '和', '进步', '同学', '一起', '讨论', '国家', '大事', '，', '接受', '新', '思想', '，', '求读', '进步', '书刊', '，', '手不释卷', '地', '阅读', '康有为', '、', '梁启超', '等', '人', '的', '著作', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(39, 40)","(41, 42)",康有为,梁启超,"['在', '永平', '府', '中学', '两年', '的', '学习', '中', '，', '李大钊', '进一步', '表现', '了', '对', '祖国', '命运', '的', '深切关怀', '，', '常常', '和', '进步', '同学', '一起', '讨论', '国家', '大事', '，', '接受', '新', '思想', '，', '求读', '进步', '书刊', '，', '手不释卷', '地', '阅读', '康有为', '、', '梁启超', '等', '人', '的', '著作', '。']",世界名人传记《李大钊传》.txt
Nh,Ns,"(7, 8)","(13, 14)",李大钊,天津,"['１', '９', '０', '７', '年', '夏天', '，', '李大钊', '与', '几个', '同学', '一起', '去', '天津', '报考', '学校', '。']",世界名人传记《李大钊传》.txt
Nh,BOOK,"(11, 12)","(15, 16)",李大钊,《隐忧篇》,"['·', '6', '·', '１', '９', '１', '２', '年', '６', '月', '，', '李大钊', '写', '了', '一篇', '《隐忧篇》', '的', '文章', '，', '为', '辛亥革命', '后', '政治局势', '的', '发展', '，', '为', '新', '的', '共和国', '感到', '“', '隐忧', '”', '。']",世界名人传记《李大钊传》.txt
Ni,Nh,"(22, 26)","(27, 28)",中国社会党北京支部,陈翼龙,"['他', '曾', '于', '１', '９', '１', '２', '年', '冬天', '，', '去', '北京', '摸索', '革命道路', '，', '接触', '了', '一些', '政界', '人物', '，', '还同', '中国', '社会党', '北京', '支部', '负责人', '陈翼龙', '有', '过', '交往', '，', '但', '都', '使', '他', '感到', '失望', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(8, 9)","(10, 11)",宋教仁,袁世凯,"['１', '９', '１', '３', '年春', '，', '国民党', '进步人士', '宋教仁', '遭到', '袁世凯', '暗杀', '，', '紧接着', '，', '帝国主义', '五国', '银行团', '与', '袁世凯', '成交', '了', '所谓', '“', '善后', '大', '借款', ' ', '”', '，', '使', '反动势力', '更加', '疯狂', '，', '准备', '向', '民主派', '开刀', '。']",世界名人传记《李大钊传》.txt
Nh,Ni,"(8, 9)","(15, 18)",宋教仁,帝国主义五国银行团,"['１', '９', '１', '３', '年春', '，', '国民党', '进步人士', '宋教仁', '遭到', '袁世凯', '暗杀', '，', '紧接着', '，', '帝国主义', '五国', '银行团', '与', '袁世凯', '成交', '了', '所谓', '“', '善后', '大', '借款', ' ', '”', '，', '使', '反动势力', '更加', '疯狂', '，', '准备', '向', '民主派', '开刀', '。']",世界名人传记《李大钊传》.txt
Nh,Ni,"(10, 11)","(15, 18)",袁世凯,帝国主义五国银行团,"['１', '９', '１', '３', '年春', '，', '国民党', '进步人士', '宋教仁', '遭到', '袁世凯', '暗杀', '，', '紧接着', '，', '帝国主义', '五国', '银行团', '与', '袁世凯', '成交', '了', '所谓', '“', '善后', '大', '借款', ' ', '”', '，', '使', '反动势力', '更加', '疯狂', '，', '准备', '向', '民主派', '开刀', '。']",世界名人传记《李大钊传》.txt
Ni,Nh,"(15, 18)","(19, 20)",帝国主义五国银行团,袁世凯,"['１', '９', '１', '３', '年春', '，', '国民党', '进步人士', '宋教仁', '遭到', '袁世凯', '暗杀', '，', '紧接着', '，', '帝国主义', '五国', '银行团', '与', '袁世凯', '成交', '了', '所谓', '“', '善后', '大', '借款', ' ', '”', '，', '使', '反动势力', '更加', '疯狂', '，', '准备', '向', '民主派', '开刀', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(0, 1)","(5, 6)",李大钊,袁世凯,"['李大钊', '指出', '，', ' ', '窃国大盗', '袁世凯', '是', '暗杀', '宋教仁', '的', '元凶', '，', '“', '暗杀', '”', '与', '“', '借款', '”', '使', '国家', '更', '“', ' ', '危机', '万状', ' ', '”', '，', '民权', '“', '旁落', '”', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(5, 6)","(8, 9)",袁世凯,宋教仁,"['李大钊', '指出', '，', ' ', '窃国大盗', '袁世凯', '是', '暗杀', '宋教仁', '的', '元凶', '，', '“', '暗杀', '”', '与', '“', '借款', '”', '使', '国家', '更', '“', ' ', '危机', '万状', ' ', '”', '，', '民权', '“', '旁落', '”', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(2, 3)","(7, 8)",孙中山,袁,"['这时', '，', '孙中山', '领导', '的', '“', '讨', '袁', '”', '的', '“', '二次革命', '”', '由于', '没有', '发动', '广大', '人民', '群众', '，', '只靠', '单纯', '的', '军事行动', '，', '导致', '“', '讨', '袁', '”', '失败', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(1, 2)","(6, 7)",李大钊,陈翼龙,"['与', '李大钊', '有过', '交往', '的', '社会党人', '陈翼龙', '也', '在', '８', '月间', '被', '袁世凯', '杀害', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(6, 7)","(12, 13)",陈翼龙,袁世凯,"['与', '李大钊', '有过', '交往', '的', '社会党人', '陈翼龙', '也', '在', '８', '月间', '被', '袁世凯', '杀害', '。']",世界名人传记《李大钊传》.txt
Ns,Ns,"(6, 7)","(12, 13)",天津,日本,"['·', '8', '·', '从', '故乡', '回到', '天津', '不久', '，', '他', '又', '看到', '日本', '帝国主义', '新', '出版', '的', '一本', '反动', '书籍', '《支那分割之命运》', '，', ' ', '立即', '写', '了', '数万', '言', '的', '《驳议》', '文章', '，', '驳斥', '帝国主义', '分割', '中国', '的', '谬论', '，', '“', '字字', '皆', '薪胆', '之', '血泪', '”', '。']",世界名人传记《李大钊传》.txt
Ns,BOOK,"(35, 36)","(29, 30)",中国,《驳议》,"['·', '8', '·', '从', '故乡', '回到', '天津', '不久', '，', '他', '又', '看到', '日本', '帝国主义', '新', '出版', '的', '一本', '反动', '书籍', '《支那分割之命运》', '，', ' ', '立即', '写', '了', '数万', '言', '的', '《驳议》', '文章', '，', '驳斥', '帝国主义', '分割', '中国', '的', '谬论', '，', '“', '字字', '皆', '薪胆', '之', '血泪', '”', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(7, 8)","(10, 11)",李大钊,汤化龙,"['１', '９', '１', '３', '年', '冬天', '，', '李大钊', '在', '友人', '汤化龙', '等', '资助', '下', '，', '东渡', '日本', '。']",世界名人传记《李大钊传》.txt
Nh,Ns,"(10, 11)","(16, 17)",汤化龙,日本,"['１', '９', '１', '３', '年', '冬天', '，', '李大钊', '在', '友人', '汤化龙', '等', '资助', '下', '，', '东渡', '日本', '。']",世界名人传记《李大钊传》.txt
Nh,Ns,"(0, 1)","(2, 3)",李大钊,日本,"['李大钊', '到', '日本', '后', '，', '考入', '东京', '早稻田大学', '政治', '本科', '学习', '。']",世界名人传记《李大钊传》.txt
Nh,Ns,"(0, 1)","(6, 7)",李大钊,东京,"['李大钊', '到', '日本', '后', '，', '考入', '东京', '早稻田大学', '政治', '本科', '学习', '。']",世界名人传记《李大钊传》.txt
Ns,Ns,"(2, 3)","(6, 7)",日本,东京,"['李大钊', '到', '日本', '后', '，', '考入', '东京', '早稻田大学', '政治', '本科', '学习', '。']",世界名人传记《李大钊传》.txt
Ns,Nh,"(2, 3)","(7, 8)",日本,袁世凯,"['他', '去', '日本', '学习', '时', '，', '正是', '袁世凯', '妄图', '恢复', '帝制', '的', '时候', '。']",世界名人传记《李大钊传》.txt
Nh,BOOK,"(9, 10)","(12, 13)",李大钊,《国情》,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(18, 19)","(25, 26)",袁世凯,袁世凯,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,BOOK,"(18, 19)","(12, 13)",袁世凯,《国情》,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(25, 26)","(27, 28)",袁世凯,古德诺,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,Ns,"(25, 26)","(29, 30)",袁世凯,日本首相,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(25, 26)","(32, 33)",袁世凯,贺长雄,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,Ns,"(27, 28)","(29, 30)",古德诺,日本首相,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(27, 28)","(32, 33)",古德诺,贺长雄,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,BOOK,"(27, 28)","(34, 35)",古德诺,《新约法论》,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Ns,Nh,"(29, 30)","(32, 33)",日本首相,贺长雄,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Ns,BOOK,"(29, 30)","(34, 35)",日本首相,《新约法论》,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(32, 33)","(37, 38)",贺长雄,袁,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,BOOK,"(32, 33)","(34, 35)",贺长雄,《新约法论》,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(37, 38)","(43, 44)",袁,袁世凯,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,BOOK,"(37, 38)","(34, 35)",袁,《新约法论》,"['１', '９', '１', '４', '年', '１', '１', '月', '，', '李大钊', '发表', '了', '《国情》', '一文', '，', '揭露', '帝国主义', '与', '袁世凯', '相互', '勾结', '的', '阴谋', '，', '痛斥', '袁世凯', '顾问', '古德诺', '、', '日本首相', '亲信', '有', '贺长雄', '的', '《新约法论》', '等', '亲', '袁', '称帝', '谬论', '，', '揭穿', '了', '袁世凯', '公布', '“', '新', '约法', '”', '准备', '称帝', '的', '阴谋', '，', '并', '告诫', '人们', '，', '不要', '对', '帝国主义', '侵略者', '抱', '任何', '幻想', '，', '不管', '它', '是', '欧美', '的', '或是', '日本', '的', '。']",世界名人传记《李大钊传》.txt
Nh,Nh,"(7, 8)","(14, 15)",袁世凯,袁世凯,"['这', '篇文章', '，', '是', '我国', '人民', '反对', '袁世凯', '称帝', '的', '先声', '，', '它', '在', '袁世凯', '称帝', '的', '一年', '前', '，', '就', '及时', '地向', '全国', '人民', '发出', '了', '严防', '窃国大盗', '的', '信号', '，', '表现', '了', '李大钊', '在政治上', '的', '远见卓识', '和', '敢于', '向', '反动派', '作', '坚决', '斗争', '的', '大无畏', '精神', '！']",世界名人传记《李大钊传》.txt
Ns,Nh,"(11, 12)","(14, 15)",日本,袁世凯,"['１', '９', '１', '５', '年', '１', '月', '１', '８', '日', '，', '日本', '帝国主义', '利用', '袁世凯', '想当', '皇帝', '的', '迫切', '心理', '，', '向', '袁世凯', '提出', '了', '企图', '灭亡', '中国', '的', '“', '二十一条', ' ', '”', '，', '作为', '支持', '他', '称帝', '的', '交换条件', '，', '这个', '消息', '在', '报上', '一', '透露', '，', '立即', '激起', '全国', '人民', '的', '无比', '愤怒', '。']",世界名人传记《李大钊传》.txt
Nh,Ns,"(22, 23)","(27, 28)",袁世凯,中国,"['１', '９', '１', '５', '年', '１', '月', '１', '８', '日', '，', '日本', '帝国主义', '利用', '袁世凯', '想当', '皇帝', '的', '迫切', '心理', '，', '向', '袁世凯', '提出', '了', '企图', '灭亡', '中国', '的', '“', '二十一条', ' ', '”', '，', '作为', '支持', '他', '称帝', '的', '交换条件', '，', '这个', '消息', '在', '报上', '一', '透露', '，', '立即', '激起', '全国', '人民', '的', '无比', '愤怒', '。']",世界名人传记《李大钊传》.txt
Nh,BOOK,"(3, 4)","(7, 8)",李大钊,《国耻纪念录》,"['６', '月', '，', '李大钊', '又', '编印', '了', '《国耻纪念录》', '，', '并', '发表', '《国民之薪胆》', '一文', '，', ' ', '激励', '全国', '人民', '坚持不懈', '地', '进行', '斗争', '。']",世界名人传记《李大钊传》.txt
BOOK,BOOK,"(7, 8)","(11, 12)",《国耻纪念录》,《国民之薪胆》,"['６', '月', '，', '李大钊', '又', '编印', '了', '《国耻纪念录》', '，', '并', '发表', '《国民之薪胆》', '一文', '，', ' ', '激励', '全国', '人民', '坚持不懈', '地', '进行', '斗争', '。']",世界名人传记《李大钊传》.txt
Nh,BOOK,"(8, 9)","(1, 2)",李大钊,《警告全国父老书》,"['在', '《警告全国父老书》', '和', '《国民之薪胆》', '两篇', '文章', '中', '，', '李大钊', '分析', '了', '当时', '的', '国际', '国内形势', '，', '历数', '甲午战争', '以来', '日本', '帝国主义', '侵略', '我国', '的', '强盗', '行径', '，', '号召', '国民', '奋起', '自救', '，', '敌人', '有', '强暴', '的', '陆军', '，', '我们', '有', '不怕牺牲', '的', '血肉', '；']",世界名人传记《李大钊传》.txt
