Ni,Ns,"(0, 3)","(5, 6)",苏河北路,上海,"['苏', '河北', '路', '是', '旧', '上海', '有名', '的', '棚户区', ',', '弄堂', '窄窄的', ',', '没有', '光', ',', '潮湿', '的', '墙壁', '滑腻', '腻', '的', ',', '仔细', '望去', ',', '上面', '还有', '一些', '绿色', '藓苔', '.', ' ', '这些', '阴暗', '潮湿', '的', '小巷', ',', '就是', '上海', '人常', '说', '的', '弄堂', '.', '“', '弄堂', '”', '是', '上海', '人', '对', '里弄', '的', '俗称', '，', '“', '里弄', '房子', '”', '就是', '弄堂', '建筑', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(14, 15)","(16, 17)",陈独秀,胡适,"['而', '此时', '文化界', '，', '五四运动', '的', '烽火', '未灭', '，', '新文化运动', '已经', '蓬勃发展', '起来', '，', '陈独秀', '、', '胡适', '、', '鲁迅', '已经', '成为', '这个', '时代', '青年', '的', '偶像', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(14, 15)","(18, 19)",陈独秀,鲁迅,"['而', '此时', '文化界', '，', '五四运动', '的', '烽火', '未灭', '，', '新文化运动', '已经', '蓬勃发展', '起来', '，', '陈独秀', '、', '胡适', '、', '鲁迅', '已经', '成为', '这个', '时代', '青年', '的', '偶像', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(16, 17)","(18, 19)",胡适,鲁迅,"['而', '此时', '文化界', '，', '五四运动', '的', '烽火', '未灭', '，', '新文化运动', '已经', '蓬勃发展', '起来', '，', '陈独秀', '、', '胡适', '、', '鲁迅', '已经', '成为', '这个', '时代', '青年', '的', '偶像', '。']",叶惊鸿-民国风云.txt
Ns,Ns,"(3, 4)","(10, 11)",上海滩,东亚,"['而', '此时', '的', '上海滩', '这座', '庞然', '大城', '，', '更是', '整个', '东亚', '的', '经济', '、', '文化', '中心', '，', '只是', '繁华', '中', '透出', '几多', '颓废', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(13, 14)","(15, 16)",陈独秀,胡适,"['钱', '已经', '不多', '了', '，', '此时', '的', '文化界', '，', '新文化运动', '已经', '形成', '，', '陈独秀', '、', '胡适', '正在', '大力', '鼓吹', '白话文', '运动', '，', '这', '对', '自己', '倒', '是', '有', '好处', '，', '因为', '自己', '记得', '的', '文学', '大家', '的', '文章', '基本上', '都', '是', '白话文', '。']",叶惊鸿-民国风云.txt
BOOK,BOOK,"(10, 11)","(12, 13)",《孟子》,《庄子》,"['中国', '在', '春秋时期', '也', '是', '“', '百家争鸣', '”', '，', '在', '《孟子》', '、', '《庄子》', '等', '古籍', '中', '都', '记录', '了', '先秦', '人们', '坐而论道', '的', '情景', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(7, 8)","(11, 12)",鲁迅,胡适,"['“', '一个', '都', '不放过', '”', '睚眦必报', '的', '鲁迅', '，', '温文尔雅', '的', '胡适', '，', '有着', '英国', '绅士风度', '的', '林语堂', '、', '梁实秋', '，', '以及', '左联', '那', '一大群', '今天', '可以', '看作', '愤青', '式', '的', '文艺', '青年', '，', '都', '活跃', '于', '文坛', '之上', '。']",叶惊鸿-民国风云.txt
Nh,Ns,"(7, 8)","(14, 15)",鲁迅,英国,"['“', '一个', '都', '不放过', '”', '睚眦必报', '的', '鲁迅', '，', '温文尔雅', '的', '胡适', '，', '有着', '英国', '绅士风度', '的', '林语堂', '、', '梁实秋', '，', '以及', '左联', '那', '一大群', '今天', '可以', '看作', '愤青', '式', '的', '文艺', '青年', '，', '都', '活跃', '于', '文坛', '之上', '。']",叶惊鸿-民国风云.txt
Nh,Ns,"(11, 12)","(14, 15)",胡适,英国,"['“', '一个', '都', '不放过', '”', '睚眦必报', '的', '鲁迅', '，', '温文尔雅', '的', '胡适', '，', '有着', '英国', '绅士风度', '的', '林语堂', '、', '梁实秋', '，', '以及', '左联', '那', '一大群', '今天', '可以', '看作', '愤青', '式', '的', '文艺', '青年', '，', '都', '活跃', '于', '文坛', '之上', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(11, 12)","(17, 18)",胡适,林语堂,"['“', '一个', '都', '不放过', '”', '睚眦必报', '的', '鲁迅', '，', '温文尔雅', '的', '胡适', '，', '有着', '英国', '绅士风度', '的', '林语堂', '、', '梁实秋', '，', '以及', '左联', '那', '一大群', '今天', '可以', '看作', '愤青', '式', '的', '文艺', '青年', '，', '都', '活跃', '于', '文坛', '之上', '。']",叶惊鸿-民国风云.txt
Ns,Nh,"(14, 15)","(17, 18)",英国,林语堂,"['“', '一个', '都', '不放过', '”', '睚眦必报', '的', '鲁迅', '，', '温文尔雅', '的', '胡适', '，', '有着', '英国', '绅士风度', '的', '林语堂', '、', '梁实秋', '，', '以及', '左联', '那', '一大群', '今天', '可以', '看作', '愤青', '式', '的', '文艺', '青年', '，', '都', '活跃', '于', '文坛', '之上', '。']",叶惊鸿-民国风云.txt
Ns,Nh,"(14, 15)","(19, 20)",英国,梁实秋,"['“', '一个', '都', '不放过', '”', '睚眦必报', '的', '鲁迅', '，', '温文尔雅', '的', '胡适', '，', '有着', '英国', '绅士风度', '的', '林语堂', '、', '梁实秋', '，', '以及', '左联', '那', '一大群', '今天', '可以', '看作', '愤青', '式', '的', '文艺', '青年', '，', '都', '活跃', '于', '文坛', '之上', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(17, 18)","(19, 20)",林语堂,梁实秋,"['“', '一个', '都', '不放过', '”', '睚眦必报', '的', '鲁迅', '，', '温文尔雅', '的', '胡适', '，', '有着', '英国', '绅士风度', '的', '林语堂', '、', '梁实秋', '，', '以及', '左联', '那', '一大群', '今天', '可以', '看作', '愤青', '式', '的', '文艺', '青年', '，', '都', '活跃', '于', '文坛', '之上', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(8, 9)","(10, 11)",林语堂,梁实秋,"['当然', '，', '这个', '时期', '的', '民国', '文坛', '，', '林语堂', '、', '梁实秋', '还远', '没有', '成器', '，', '左联', '还', '没', '成立', '，', '只有', '鲁迅', '和', '胡适', '、', '陈独秀', '等', '人', '在', '当时', '的', '民国', '已经', '闯出', '了', '诺大', '的', '名声', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(21, 22)","(23, 24)",鲁迅,胡适,"['当然', '，', '这个', '时期', '的', '民国', '文坛', '，', '林语堂', '、', '梁实秋', '还远', '没有', '成器', '，', '左联', '还', '没', '成立', '，', '只有', '鲁迅', '和', '胡适', '、', '陈独秀', '等', '人', '在', '当时', '的', '民国', '已经', '闯出', '了', '诺大', '的', '名声', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(21, 22)","(25, 26)",鲁迅,陈独秀,"['当然', '，', '这个', '时期', '的', '民国', '文坛', '，', '林语堂', '、', '梁实秋', '还远', '没有', '成器', '，', '左联', '还', '没', '成立', '，', '只有', '鲁迅', '和', '胡适', '、', '陈独秀', '等', '人', '在', '当时', '的', '民国', '已经', '闯出', '了', '诺大', '的', '名声', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(23, 24)","(25, 26)",胡适,陈独秀,"['当然', '，', '这个', '时期', '的', '民国', '文坛', '，', '林语堂', '、', '梁实秋', '还远', '没有', '成器', '，', '左联', '还', '没', '成立', '，', '只有', '鲁迅', '和', '胡适', '、', '陈独秀', '等', '人', '在', '当时', '的', '民国', '已经', '闯出', '了', '诺大', '的', '名声', '。']",叶惊鸿-民国风云.txt
Nh,BOOK,"(9, 10)","(12, 13)",黄凌霜,《进化》,"['早', '在', '1919', '年', '2', '月', '，', '无政府主义', '者', '黄凌霜', '就', '在', '《进化》', '月刊', '上', '发表', '《评〈新潮杂志〉所谓今日世界之新潮》', '一文', '，', '把', '*', '主义', '歪曲', '成', '所谓', '“', '集体主义', '”', '加以', '攻击', '。']",叶惊鸿-民国风云.txt
Nh,BOOK,"(9, 10)","(16, 17)",黄凌霜,《评〈新潮杂志〉所谓今日世界之新潮》,"['早', '在', '1919', '年', '2', '月', '，', '无政府主义', '者', '黄凌霜', '就', '在', '《进化》', '月刊', '上', '发表', '《评〈新潮杂志〉所谓今日世界之新潮》', '一文', '，', '把', '*', '主义', '歪曲', '成', '所谓', '“', '集体主义', '”', '加以', '攻击', '。']",叶惊鸿-民国风云.txt
BOOK,BOOK,"(12, 13)","(16, 17)",《进化》,《评〈新潮杂志〉所谓今日世界之新潮》,"['早', '在', '1919', '年', '2', '月', '，', '无政府主义', '者', '黄凌霜', '就', '在', '《进化》', '月刊', '上', '发表', '《评〈新潮杂志〉所谓今日世界之新潮》', '一文', '，', '把', '*', '主义', '歪曲', '成', '所谓', '“', '集体主义', '”', '加以', '攻击', '。']",叶惊鸿-民国风云.txt
BOOK,BOOK,"(14, 15)","(20, 21)",《奋斗》,《我们反对布尔扎维克》,"['1920', '年春', '，', '也', '就是', '现在', '的', '民国', '九年', '，', '几个', '无政府主义', '者', '在', '《奋斗》', '杂志', '上', '连续', '发表', '题为', '《我们反对布尔扎维克》', '和', '《为什么反对布尔扎维克》', '的', '文章', '，', '向', '*', '主义', '公开', '挑战', '。']",叶惊鸿-民国风云.txt
BOOK,BOOK,"(20, 21)","(22, 23)",《我们反对布尔扎维克》,《为什么反对布尔扎维克》,"['1920', '年春', '，', '也', '就是', '现在', '的', '民国', '九年', '，', '几个', '无政府主义', '者', '在', '《奋斗》', '杂志', '上', '连续', '发表', '题为', '《我们反对布尔扎维克》', '和', '《为什么反对布尔扎维克》', '的', '文章', '，', '向', '*', '主义', '公开', '挑战', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(5, 6)","(7, 8)",张佑白,叶飞鹏,"['这', '几天', '的', '相处', '，', '张佑白', '和', '叶飞鹏', '混', '的', '挺', '熟', '，', '这个', '叶飞鹏', '在', '一家', '烟厂', '上班', '，', '由于', '为', '人', '仗义', '，', '在', '工友', '当中', '很', '有', '号召力', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(7, 8)","(14, 15)",叶飞鹏,叶飞鹏,"['这', '几天', '的', '相处', '，', '张佑白', '和', '叶飞鹏', '混', '的', '挺', '熟', '，', '这个', '叶飞鹏', '在', '一家', '烟厂', '上班', '，', '由于', '为', '人', '仗义', '，', '在', '工友', '当中', '很', '有', '号召力', '。']",叶惊鸿-民国风云.txt
Nh,BOOK,"(24, 25)","(30, 31)",白,《多一点实干，少一点论战》,"['走', '到', '楼下', '，', '取回', '信件', '一看', '，', '果然', '是', '一张', '支票', '和', '一封', '编辑', '的', '信', '，', '信上', '写', '到', '：', '“', '佑', '白', '先生', '，', '您', '的', '文章', '《多一点实干，少一点论战》', '已', '在', '本报', '发表', '，', '您', '的', '文笔', '和', '思路', '很', '新颖', '独特', '，', '我们', '很', '欣赏', '您', '的', '才华', '，', '希望', '您', '有', '时间', '到', '环龙路', '老渔阳里', '2', '号', '《申报》', '报馆', '，', '期待', '与', '您', '的', '会晤', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(4, 5)","(7, 8)",家修,江宁,"['史量', '才', '，', '原名', '家修', '，', '祖籍', '江宁', '，', '清同治', '三年', '（', '1864', '年', '）', '，', '其父', '移居', '松江', '府', '娄县', '泗', '泾', '镇', '，', '开设', '泰和', '堂', '中药店', '，', '遂入', '娄县', '籍', '。']",叶惊鸿-民国风云.txt
Ns,Ns,"(18, 19)","(20, 23)",松江,娄县泗泾,"['史量', '才', '，', '原名', '家修', '，', '祖籍', '江宁', '，', '清同治', '三年', '（', '1864', '年', '）', '，', '其父', '移居', '松江', '府', '娄县', '泗', '泾', '镇', '，', '开设', '泰和', '堂', '中药店', '，', '遂入', '娄县', '籍', '。']",叶惊鸿-民国风云.txt
Ni,Ns,"(5, 7)","(11, 12)",南洋中学,江南,"['同时', '，', '又', '先后', '在', '南洋', '中学', '、', '育才', '学堂', '、', '江南', '制造局', '兵工', '学堂', '、', '务本', '女校', '任教', '，', '并', '与', '黄炎培', '等', '发起', '组织', '江苏', '学务', '总会', '。']",叶惊鸿-民国风云.txt
Nh,Ni,"(22, 23)","(26, 29)",黄炎培,江苏学务总会,"['同时', '，', '又', '先后', '在', '南洋', '中学', '、', '育才', '学堂', '、', '江南', '制造局', '兵工', '学堂', '、', '务本', '女校', '任教', '，', '并', '与', '黄炎培', '等', '发起', '组织', '江苏', '学务', '总会', '。']",叶惊鸿-民国风云.txt
Ni,Ns,"(15, 18)","(22, 23)",江苏铁路公司,石湖,"['为', '反对', '清廷', '向', '列强', '借款', '筑路', '，', '参加', '收回', '路权', '运动', '，', '被', '举为', '江苏', '铁路', '公司', '董事', '，', '曾亲', '至', '石湖', '荡', '桥梁', '工地', '现场', '擘画', '。']",叶惊鸿-民国风云.txt
Nh,BOOK,"(8, 9)","(11, 12)",张骞,《申报》,"['民国', '五年', '（', '1916', '年', '）', '还清', '了', '张骞', '等', '在', '《申报》', '中', '的', '股款', '，', '从而', '使', '《申报》', '摆脱', '了', '张謇', '等', '影响', '。']",叶惊鸿-民国风云.txt
Nh,BOOK,"(21, 22)","(18, 19)",张謇,《申报》,"['民国', '五年', '（', '1916', '年', '）', '还清', '了', '张骞', '等', '在', '《申报》', '中', '的', '股款', '，', '从而', '使', '《申报》', '摆脱', '了', '张謇', '等', '影响', '。']",叶惊鸿-民国风云.txt
BOOK,BOOK,"(11, 12)","(18, 19)",《申报》,《申报》,"['民国', '五年', '（', '1916', '年', '）', '还清', '了', '张骞', '等', '在', '《申报》', '中', '的', '股款', '，', '从而', '使', '《申报》', '摆脱', '了', '张謇', '等', '影响', '。']",叶惊鸿-民国风云.txt
Ns,Ns,"(15, 16)","(18, 19)",杭乘,沪,"['民国', '二十三年', '（', '1934', '年', '）', '11', '月', '13', '日', '，', '史量', '才', '在', '由', '杭乘', '汽车', '返', '沪', '途中', '，', '经', '海宁', '翁家埠', '附近', '时', '，', '被', '戴', '笠', '所', '指挥', '的', '军统', '特务', '狙击', '逃至', '一', '池塘', '内', '，', '头部', '被', '击中', '2', '枪后', '遇害', '。']",叶惊鸿-民国风云.txt
Ns,Ns,"(15, 16)","(22, 24)",杭乘,海宁翁家埠,"['民国', '二十三年', '（', '1934', '年', '）', '11', '月', '13', '日', '，', '史量', '才', '在', '由', '杭乘', '汽车', '返', '沪', '途中', '，', '经', '海宁', '翁家埠', '附近', '时', '，', '被', '戴', '笠', '所', '指挥', '的', '军统', '特务', '狙击', '逃至', '一', '池塘', '内', '，', '头部', '被', '击中', '2', '枪后', '遇害', '。']",叶惊鸿-民国风云.txt
Ns,Ns,"(18, 19)","(22, 24)",沪,海宁翁家埠,"['民国', '二十三年', '（', '1934', '年', '）', '11', '月', '13', '日', '，', '史量', '才', '在', '由', '杭乘', '汽车', '返', '沪', '途中', '，', '经', '海宁', '翁家埠', '附近', '时', '，', '被', '戴', '笠', '所', '指挥', '的', '军统', '特务', '狙击', '逃至', '一', '池塘', '内', '，', '头部', '被', '击中', '2', '枪后', '遇害', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(0, 1)","(2, 3)",叶飞鹏,张佑白,"['叶飞鹏', '看到', '张佑白', '闷闷不乐', '的', '样子', '问道', '，', '“', '大哥', '，', '您', '看', '这些', '孩子', '，', '衣衫褴褛', '，', '连学', '也', '上不起', '，', '在', '看', '这些', '工友', '，', '辛辛苦苦', '，', '节衣缩食', '，', '任', '摆脱', '不了', '贫困', '的', '命运', '，', '想想', '可', '真让人', '心痛', '。', '”']",叶惊鸿-民国风云.txt
Nh,Nh,"(0, 1)","(6, 7)",叶飞鹏,张佑白,"['叶飞鹏', '面色', '微变', '，', '直视', '着', '张佑白', '，', '点点头', '说道', '：', '“', '佑', '白', '，', '我', '知道', '你', '常年', '居', '与', '国外', '，', '对', '国内', '不太', '了解', '，', '你', '看到', '情形', '并', '不是', '最坏', '的', '，', '你', '到', '河南', '、', '直隶', '走走', '，', '那里', '连年', '内战', '，', '老百姓', '更是', '困苦', '不堪', '，', '这个', '国家', '已经', '到', '了', '何种地步', '！', '”']",叶惊鸿-民国风云.txt
Nh,Nh,"(0, 1)","(6, 7)",张佑白,叶飞鹏,"['张佑白', '心里', '面', '暗喜', '，', '这个', '叶飞鹏', '果然', '是', '个', '人物', '，', '自己', '将来', '若想', '成事', '，', '一定', '要', '多', '揽', '人才', '，', '于是', '微微', '思索', '，', '正色', '道', '：', '“', '飞鹏兄', '，', '小弟', '常', '游历', '欧美', '诸国', '，', '每每', '看到', '各国', '因', '变法', '而', '兴盛', '、', '因', '革命', '而', '自强', '，', '咱们', '这个', '国家', '虽然', '建立', '了', '民国', '，', '但', '北洋', '当道', '，', '军阀割据', '，', '政令不一', '，', '然若要', '富强', '吾国', '，', '必现', '打倒', '军阀', '，', '重建', '民国', '，', '不知', '飞鹏', '兄敢', '否住', '小弟', '一臂之力', '？', '”']",叶惊鸿-民国风云.txt
Ns,Nh,"(2, 4)","(10, 11)",黄浦江畔环龙,张佑白,"['伫立', '在', '黄浦江畔', '环龙', '路上', '的', '繁华', '，', '还是', '出乎', '张佑白', '的', '意料', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(6, 7)","(9, 10)",史,及和史,"['这种', '气势', '自己', '也', '只有', '在', '史', '先生', '，', '及和史', '先生', '常有', '来往', '的', '商界', '大亨', '虞洽卿', '身上', '才能', '隐约', '看到', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(9, 10)","(16, 17)",及和史,虞洽卿,"['这种', '气势', '自己', '也', '只有', '在', '史', '先生', '，', '及和史', '先生', '常有', '来往', '的', '商界', '大亨', '虞洽卿', '身上', '才能', '隐约', '看到', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(3, 4)","(9, 10)",张,史,"['“', '您', '就是', '张', '先生', '啊', '，', '前', '几天', '史', '先生', '还', '说', '您', '文章', '写', '的', '好', '呢', '，', '您', '跟我来', '，', '史', '先生', '正在', '二楼', '办公', '”', '。']",叶惊鸿-民国风云.txt
Nh,Ns,"(23, 24)","(26, 27)",史,二楼,"['“', '您', '就是', '张', '先生', '啊', '，', '前', '几天', '史', '先生', '还', '说', '您', '文章', '写', '的', '好', '呢', '，', '您', '跟我来', '，', '史', '先生', '正在', '二楼', '办公', '”', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(3, 4)","(8, 9)",史,张佑白,"['“', '你好', '，', '史', '先生', '，', '我', '是', '张佑白', '”', '，', '张佑白', '说', '着', '边', '握紧', '了', '史量', '才', '伸出', '的', '手', '。']",叶惊鸿-民国风云.txt
Nh,Nh,"(8, 9)","(11, 12)",张佑白,张佑白,"['“', '你好', '，', '史', '先生', '，', '我', '是', '张佑白', '”', '，', '张佑白', '说', '着', '边', '握紧', '了', '史量', '才', '伸出', '的', '手', '。']",叶惊鸿-民国风云.txt
Ns,Ns,"(31, 32)","(38, 39)",河南,南洋,"['“', '幸亏', '早有', '准备', '，', '那套', '说辞', '，', '不', '知道', '说', '了', '多少', '遍', '，', '早已', '背', '的', '滚瓜烂熟', '”', '，', '张佑白', '一边', '胡思乱想', '一边', '回答', '道', '：', '“', '我', '祖籍', '河南', '，', '光绪', '末年', '随', '父母', '迁居', '南洋', '，', '虽长', '居', '海外', '，', '但', '无时无刻', '不', '在', '思念', '祖国', '，', '因此', '，', '在', '父母', '逝世', '后', '，', '我', '没', '了', '牵绊', '，', '就', '回', '祖国', '，', '希望', '能为', '这个', '苦难', '的', '国家', '做点', '什么', '。', '”']",叶惊鸿-民国风云.txt
Ns,Nh,"(8, 9)","(11, 12)",上海滩,史,"['做到', '这', '一点', '，', '申报', '就', '能', '在', '上海滩', '立足', '，', '史', '先生', '以为', '然否', '？', '”']",叶惊鸿-民国风云.txt
Ns,Ns,"(3, 4)","(8, 9)",上海,美国,"['就', '好比', '现在', '上海', '人', '都', '喜欢', '看', '美国', '电影', '，', '但', '美国', '人', '根本', '不', '了解', '中国', '人', '的', '口味', '，', '所以', '最高', '的', '境界', '是', '去', '改变', '他们', '，', '而', '不是', '去', '讨好', '。']",叶惊鸿-民国风云.txt
Ns,Ns,"(8, 9)","(12, 13)",美国,美国,"['就', '好比', '现在', '上海', '人', '都', '喜欢', '看', '美国', '电影', '，', '但', '美国', '人', '根本', '不', '了解', '中国', '人', '的', '口味', '，', '所以', '最高', '的', '境界', '是', '去', '改变', '他们', '，', '而', '不是', '去', '讨好', '。']",叶惊鸿-民国风云.txt
Ns,Ns,"(12, 13)","(17, 18)",美国,中国,"['就', '好比', '现在', '上海', '人', '都', '喜欢', '看', '美国', '电影', '，', '但', '美国', '人', '根本', '不', '了解', '中国', '人', '的', '口味', '，', '所以', '最高', '的', '境界', '是', '去', '改变', '他们', '，', '而', '不是', '去', '讨好', '。']",叶惊鸿-民国风云.txt
Ns,Ns,"(13, 14)","(17, 18)",英国,美国,"['当然', '，', '做到', '这', '一点', '，', '必须', '自身', '够', '强大', '，', '就', '像', '英国', '的', '《太阳报》', '、', '美国', '的', '《华尔街日报》', '，', '你', '可以', '不', '喜欢', '他', '，', '但', '你', '还要', '去', '看', '他', '，', '因为', '他们', '就是', '某', '方面', '的', '权威', '。', '”']",叶惊鸿-民国风云.txt
Ns,BOOK,"(13, 14)","(15, 16)",英国,《太阳报》,"['当然', '，', '做到', '这', '一点', '，', '必须', '自身', '够', '强大', '，', '就', '像', '英国', '的', '《太阳报》', '、', '美国', '的', '《华尔街日报》', '，', '你', '可以', '不', '喜欢', '他', '，', '但', '你', '还要', '去', '看', '他', '，', '因为', '他们', '就是', '某', '方面', '的', '权威', '。', '”']",叶惊鸿-民国风云.txt
Ns,BOOK,"(13, 14)","(19, 20)",英国,《华尔街日报》,"['当然', '，', '做到', '这', '一点', '，', '必须', '自身', '够', '强大', '，', '就', '像', '英国', '的', '《太阳报》', '、', '美国', '的', '《华尔街日报》', '，', '你', '可以', '不', '喜欢', '他', '，', '但', '你', '还要', '去', '看', '他', '，', '因为', '他们', '就是', '某', '方面', '的', '权威', '。', '”']",叶惊鸿-民国风云.txt
Ns,BOOK,"(17, 18)","(15, 16)",美国,《太阳报》,"['当然', '，', '做到', '这', '一点', '，', '必须', '自身', '够', '强大', '，', '就', '像', '英国', '的', '《太阳报》', '、', '美国', '的', '《华尔街日报》', '，', '你', '可以', '不', '喜欢', '他', '，', '但', '你', '还要', '去', '看', '他', '，', '因为', '他们', '就是', '某', '方面', '的', '权威', '。', '”']",叶惊鸿-民国风云.txt
Ns,BOOK,"(17, 18)","(19, 20)",美国,《华尔街日报》,"['当然', '，', '做到', '这', '一点', '，', '必须', '自身', '够', '强大', '，', '就', '像', '英国', '的', '《太阳报》', '、', '美国', '的', '《华尔街日报》', '，', '你', '可以', '不', '喜欢', '他', '，', '但', '你', '还要', '去', '看', '他', '，', '因为', '他们', '就是', '某', '方面', '的', '权威', '。', '”']",叶惊鸿-民国风云.txt
BOOK,BOOK,"(15, 16)","(19, 20)",《太阳报》,《华尔街日报》,"['当然', '，', '做到', '这', '一点', '，', '必须', '自身', '够', '强大', '，', '就', '像', '英国', '的', '《太阳报》', '、', '美国', '的', '《华尔街日报》', '，', '你', '可以', '不', '喜欢', '他', '，', '但', '你', '还要', '去', '看', '他', '，', '因为', '他们', '就是', '某', '方面', '的', '权威', '。', '”']",叶惊鸿-民国风云.txt
Nh,Ns,"(0, 1)","(5, 6)",郑正秋,上海,"['郑正秋', '1902', '年', '肄业', '于', '上海', '育才', '公学', '。']",叶惊鸿-民国风云.txt
Nh,BOOK,"(5, 6)","(12, 13)",丽丽,《民言报》,"['1910', '年', '开始', '发表', '“', '丽丽', '所', '剧评', '”', '，', '受聘', '为', '《民言报》', '剧评', '主笔', '，', '并', '主办', '《民立画报》', '和', '《民权画报》', '。']",叶惊鸿-民国风云.txt
