Nh,BOOK,"(0, 1)","(1, 2)",﻿,《袁世凯传》,"['\ufeff', '《袁世凯传》']",袁世凯传.txt
Nh,Ns,"(0, 1)","(4, 5)",哈里曼,大湖,"['哈里曼', '一捐', '就', '包括', '大湖', '七个', '，', '今日', '纽约', '郊区', '的', '「', '七湖', '公园', '」', '。']",袁世凯传.txt
Ns,Ns,"(4, 5)","(8, 9)",大湖,纽约,"['哈里曼', '一捐', '就', '包括', '大湖', '七个', '，', '今日', '纽约', '郊区', '的', '「', '七湖', '公园', '」', '。']",袁世凯传.txt
Ns,Ns,"(8, 9)","(12, 14)",纽约,七湖公园,"['哈里曼', '一捐', '就', '包括', '大湖', '七个', '，', '今日', '纽约', '郊区', '的', '「', '七湖', '公园', '」', '。']",袁世凯传.txt
Ns,Ns,"(6, 7)","(8, 10)",北京,长安大街,"['你', '如', '把', '它', '搬', '到', '北京', '的', '长安', '大街', '之上', '，', '它', '比', '那', '脏兮兮', '的', '「', '北京', '店', '」', '阔气', '多', '了', '呢', '！']",袁世凯传.txt
Nh,Nh,"(10, 11)","(13, 14)",蒋介石,陈伯达,"['与', '毛主席', '的', '恶政', '相比', '，', '想想', '「', '人民', '公敌', '蒋介石', '」', '（', '陈伯达', '所著', '的', '书名', '）', '治下', '的', '中国', '，', '也', '还', '不算', '太坏', '呢', '。']",袁世凯传.txt
Nh,Ns,"(13, 14)","(20, 21)",陈伯达,中国,"['与', '毛主席', '的', '恶政', '相比', '，', '想想', '「', '人民', '公敌', '蒋介石', '」', '（', '陈伯达', '所著', '的', '书名', '）', '治下', '的', '中国', '，', '也', '还', '不算', '太坏', '呢', '。']",袁世凯传.txt
Nh,Nh,"(9, 10)","(12, 13)",蒋,毛,"['「', '人民', '眼睛', '是', '雪亮', '的', '」', '，', '因此', '蒋', '公敌', '和', '毛', '公敌', '在', '今日', '大陆', '，', '也', '就', '平起平坐', '了', '。']",袁世凯传.txt
Ns,Ns,"(10, 11)","(16, 17)",中国,美国,"['它', '的', '言论', '、', '立场', '，', '以及', '它', '一切', '对', '中国', '的', '评述', '，', '都', '是从', '美国', '中产阶级', '自由主义', '者', '的', '价值观念', '出发', '的', '。']",袁世凯传.txt
Nh,Nh,"(3, 4)","(6, 7)",蒋二公,袁世凯,"['与', '毛', '、', '蒋二公', '相比', '，', '袁世凯', '其人', '其行', '是否', '真的', '腐烂', '到底', '，', '像', '国共两党', '史家', '所说', '的', '，', '一无是处', '呢', '？']",袁世凯传.txt
Ns,Nh,"(13, 14)","(15, 16)",黎元洪,李登辉,"['─', '─', '他', '比', '他', '的', '继任', '「', '总统', '」', '─', '─', '从', '黎元洪', '到', '李登辉', '─', '─', '都', '更为', '「', '正式', '」', '、', '更为', '「', '合法', '」', '。']",袁世凯传.txt
Nh,Nh,"(1, 2)","(3, 4)",蒋经国,李登辉,"['而', '蒋经国', '和', '李登辉', '的', '「', '中华民国', '」', '还要', '加个', '「', '在', '台湾', '」', '三字', '，', '才能', '算', '「', '合法', '」', '呢', '！']",袁世凯传.txt
Ns,Nh,"(8, 9)","(10, 11)",蒙古,唐努乌梁,"['他', '是', '中华民国', '全国', '大一统', '，', '包括', '外', '蒙古', '、', '唐努乌梁', '海', '和', '西藏', '在内', '（', '台湾', '那时', '在', '国际法', '上', '和', '香港', '一样', '，', '是', '被', '割让', '成', '外国', '的', '殖民地', '了', '）', '，', '皆', '有', '合法', '代表', '的', '各党', '各派', '（', '包括', '「', '国民党', '」', '）', '，', '一致', '公选', '的', '、', '正式', '的', '中华民国', '的', '「', '第一任', '（', '正式', '）', '大总统', '」', '！']",袁世凯传.txt
Ns,Ns,"(8, 9)","(13, 14)",蒙古,西藏,"['他', '是', '中华民国', '全国', '大一统', '，', '包括', '外', '蒙古', '、', '唐努乌梁', '海', '和', '西藏', '在内', '（', '台湾', '那时', '在', '国际法', '上', '和', '香港', '一样', '，', '是', '被', '割让', '成', '外国', '的', '殖民地', '了', '）', '，', '皆', '有', '合法', '代表', '的', '各党', '各派', '（', '包括', '「', '国民党', '」', '）', '，', '一致', '公选', '的', '、', '正式', '的', '中华民国', '的', '「', '第一任', '（', '正式', '）', '大总统', '」', '！']",袁世凯传.txt
Nh,Ns,"(10, 11)","(13, 14)",唐努乌梁,西藏,"['他', '是', '中华民国', '全国', '大一统', '，', '包括', '外', '蒙古', '、', '唐努乌梁', '海', '和', '西藏', '在内', '（', '台湾', '那时', '在', '国际法', '上', '和', '香港', '一样', '，', '是', '被', '割让', '成', '外国', '的', '殖民地', '了', '）', '，', '皆', '有', '合法', '代表', '的', '各党', '各派', '（', '包括', '「', '国民党', '」', '）', '，', '一致', '公选', '的', '、', '正式', '的', '中华民国', '的', '「', '第一任', '（', '正式', '）', '大总统', '」', '！']",袁世凯传.txt
Nh,Ns,"(10, 11)","(16, 17)",唐努乌梁,台湾,"['他', '是', '中华民国', '全国', '大一统', '，', '包括', '外', '蒙古', '、', '唐努乌梁', '海', '和', '西藏', '在内', '（', '台湾', '那时', '在', '国际法', '上', '和', '香港', '一样', '，', '是', '被', '割让', '成', '外国', '的', '殖民地', '了', '）', '，', '皆', '有', '合法', '代表', '的', '各党', '各派', '（', '包括', '「', '国民党', '」', '）', '，', '一致', '公选', '的', '、', '正式', '的', '中华民国', '的', '「', '第一任', '（', '正式', '）', '大总统', '」', '！']",袁世凯传.txt
Ns,Ns,"(13, 14)","(16, 17)",西藏,台湾,"['他', '是', '中华民国', '全国', '大一统', '，', '包括', '外', '蒙古', '、', '唐努乌梁', '海', '和', '西藏', '在内', '（', '台湾', '那时', '在', '国际法', '上', '和', '香港', '一样', '，', '是', '被', '割让', '成', '外国', '的', '殖民地', '了', '）', '，', '皆', '有', '合法', '代表', '的', '各党', '各派', '（', '包括', '「', '国民党', '」', '）', '，', '一致', '公选', '的', '、', '正式', '的', '中华民国', '的', '「', '第一任', '（', '正式', '）', '大总统', '」', '！']",袁世凯传.txt
Ns,Ns,"(16, 17)","(22, 23)",台湾,香港,"['他', '是', '中华民国', '全国', '大一统', '，', '包括', '外', '蒙古', '、', '唐努乌梁', '海', '和', '西藏', '在内', '（', '台湾', '那时', '在', '国际法', '上', '和', '香港', '一样', '，', '是', '被', '割让', '成', '外国', '的', '殖民地', '了', '）', '，', '皆', '有', '合法', '代表', '的', '各党', '各派', '（', '包括', '「', '国民党', '」', '）', '，', '一致', '公选', '的', '、', '正式', '的', '中华民国', '的', '「', '第一任', '（', '正式', '）', '大总统', '」', '！']",袁世凯传.txt
Ns,Ns,"(5, 6)","(8, 9)",美国,华盛顿,"['─', '─', '诸位', '知道', '，', '美国', '的', '国父', '华盛顿', '大总统', '，', '并', '不是', '「', '全民', '直选', '」', '的', '呢', '。']",袁世凯传.txt
Ns,Ns,"(3, 4)","(9, 11)",美国,英美巴黎,"['他', '是', '在', '美国', '「', '正式', '独立', '」', '（', '英美', '巴黎', '和约', '，', '经', '英国', '国会', '于', '一', '七八', '三年', '正式', '通过', '，', '承认', '美国', '独立', '）', '之后', '五年', '，', '才', '由', '美国国会', '公选', '（', '并非', '全民', '直选', '）', '出来', '，', '翌年', '（', '一', '七八', '九', '）', '在', '纽约', '宣誓', '当', '总统', '的', '呢', '。']",袁世凯传.txt
Ns,Ni,"(9, 11)","(14, 16)",英美巴黎,英国国会,"['他', '是', '在', '美国', '「', '正式', '独立', '」', '（', '英美', '巴黎', '和约', '，', '经', '英国', '国会', '于', '一', '七八', '三年', '正式', '通过', '，', '承认', '美国', '独立', '）', '之后', '五年', '，', '才', '由', '美国国会', '公选', '（', '并非', '全民', '直选', '）', '出来', '，', '翌年', '（', '一', '七八', '九', '）', '在', '纽约', '宣誓', '当', '总统', '的', '呢', '。']",袁世凯传.txt
Nh,Nh,"(0, 1)","(2, 3)",曹锟,段祺瑞,"['曹锟', '、', '段祺瑞', '…', '…']",袁世凯传.txt
Nh,Nh,"(1, 2)","(3, 4)",李登辉,江泽民,"['到', '李登辉', '、', '江泽民', '…', '…']",袁世凯传.txt
Nh,Ns,"(0, 1)","(2, 3)",黎元洪,美国,"['黎元洪', '像', '美国', '的', '克利夫兰', '一样', '，', '一共', '干', '了', '不', '连续', '的', '两任', '总统', '。']",袁世凯传.txt
Nh,Ns,"(0, 1)","(4, 5)",黎元洪,克利夫兰,"['黎元洪', '像', '美国', '的', '克利夫兰', '一样', '，', '一共', '干', '了', '不', '连续', '的', '两任', '总统', '。']",袁世凯传.txt
Ns,Ns,"(2, 3)","(4, 5)",美国,克利夫兰,"['黎元洪', '像', '美国', '的', '克利夫兰', '一样', '，', '一共', '干', '了', '不', '连续', '的', '两任', '总统', '。']",袁世凯传.txt
Nh,Nh,"(2, 3)","(4, 5)",刘少奇,周恩来,"['─', '─', '刘少奇', '、', '周恩来', '两位', '革命领袖', '在', '临终', '之前', '，', '口中', '念念不忘', '的', '都', '是', '「', '历史', '是', '人民', '写', '的', '」', '。']",袁世凯传.txt
Nh,Nh,"(0, 1)","(4, 5)",毛泽东,袁世凯,"['毛泽东', '不通', '西学', ' ', '袁世凯', '土法炼钢']",袁世凯传.txt
Ns,Nh,"(5, 6)","(9, 10)",人民共和国,─,"['中共', '建国', '之后', '，', '根据', '人民共和国', '的', '法律', '─', '─', '先是', '「', '共同纲领', '」', '，', '后', '是', '「', '宪法', '」', '，', '老毛干', '了', '两任', '国家元首', '「', '主席', '」', '（', '一九四', '九', '－', '五四', '－', '五九', '）', '，', '五年', '一任', '。']",袁世凯传.txt
Nh,Ns,"(4, 5)","(7, 8)",毛泽东,阿尔巴尼亚,"['（', '一九六七年', '五月', '一日', '毛泽东', '「', '对', '阿尔巴尼亚', '军事', '代表团', '讲话', '」', '，', '载', '一九六九年', '中国', '出版', '只供', '「', '内部', '参考', '」', '之', '「', '毛泽东思想', '万岁', '」', '，', '页', '六七', '三', '）']",袁世凯传.txt
Nh,Nh,"(14, 15)","(17, 18)",毛泽东,卡博,"['「', '我们', '的', '国家', '是', '军队', '打', '的', '」', '（', '见', '一九六七年', '二月', '三日', '毛泽东', '「', '和', '卡博', '、', '巴庐库', '同志', '的', '谈话', '」', '，', '载同', '上书', '，', '页', '六', '六七', '）', '。']",袁世凯传.txt
Nh,Nh,"(14, 15)","(19, 20)",毛泽东,巴庐库,"['「', '我们', '的', '国家', '是', '军队', '打', '的', '」', '（', '见', '一九六七年', '二月', '三日', '毛泽东', '「', '和', '卡博', '、', '巴庐库', '同志', '的', '谈话', '」', '，', '载同', '上书', '，', '页', '六', '六七', '）', '。']",袁世凯传.txt
Nh,Nh,"(17, 18)","(19, 20)",卡博,巴庐库,"['「', '我们', '的', '国家', '是', '军队', '打', '的', '」', '（', '见', '一九六七年', '二月', '三日', '毛泽东', '「', '和', '卡博', '、', '巴庐库', '同志', '的', '谈话', '」', '，', '载同', '上书', '，', '页', '六', '六七', '）', '。']",袁世凯传.txt
Nh,Ns,"(5, 6)","(8, 9)",毛泽东,杭州,"['（', '一九六五年', '十二月', '二十一日', '，', '毛泽东', '「', '在', '杭州', '会议', '上', '的', '讲话', '」', '，', '载前', '书页', '六', '二四', '－', '六二五', '）']",袁世凯传.txt
Nh,Nh,"(0, 1)","(2, 3)",张学良,蒋介石,"['张学良', '、', '蒋介石', '和', '许多', '「', '黄埔', '生', '」', '对', '民主', '共和', '失去', '信心', '，', '乃以', '墨索里尼', '、', '希特勒', '为师', '，', '去', '组织', '褐衫', '党', '、', '蓝衣', '社', '。']",袁世凯传.txt
Nh,Ns,"(0, 1)","(6, 7)",张学良,黄埔,"['张学良', '、', '蒋介石', '和', '许多', '「', '黄埔', '生', '」', '对', '民主', '共和', '失去', '信心', '，', '乃以', '墨索里尼', '、', '希特勒', '为师', '，', '去', '组织', '褐衫', '党', '、', '蓝衣', '社', '。']",袁世凯传.txt
Nh,Ns,"(2, 3)","(6, 7)",蒋介石,黄埔,"['张学良', '、', '蒋介石', '和', '许多', '「', '黄埔', '生', '」', '对', '民主', '共和', '失去', '信心', '，', '乃以', '墨索里尼', '、', '希特勒', '为师', '，', '去', '组织', '褐衫', '党', '、', '蓝衣', '社', '。']",袁世凯传.txt
Nh,Nh,"(16, 17)","(18, 19)",墨索里尼,希特勒,"['张学良', '、', '蒋介石', '和', '许多', '「', '黄埔', '生', '」', '对', '民主', '共和', '失去', '信心', '，', '乃以', '墨索里尼', '、', '希特勒', '为师', '，', '去', '组织', '褐衫', '党', '、', '蓝衣', '社', '。']",袁世凯传.txt
Nh,Nh,"(0, 1)","(2, 3)",毛泽东,邓小平,"['毛泽东', '、', '邓小平', '等', '人', '则', '去', '学', '列宁', '、', '斯大林', '。']",袁世凯传.txt
Nh,Nh,"(2, 3)","(8, 9)",邓小平,列宁,"['毛泽东', '、', '邓小平', '等', '人', '则', '去', '学', '列宁', '、', '斯大林', '。']",袁世凯传.txt
Nh,Nh,"(8, 9)","(10, 11)",列宁,斯大林,"['毛泽东', '、', '邓小平', '等', '人', '则', '去', '学', '列宁', '、', '斯大林', '。']",袁世凯传.txt
Nh,Nh,"(33, 34)","(35, 36)",列宁,墨索里尼,"['袁世凯', '这位', '中华民国', '第一任', '正式', '大总统', '，', '他生', '也', '早', '（', '比', '毛泽东', '大', '四十四岁', '）', '，', '当', '他', '发现', '「', '民主', '共和国', '的', '『', '体', '』', '也', '不能', '用', '」', '时', '，', '列宁', '、', '墨索里尼', '、', '希特勒', '…', '…']",袁世凯传.txt
Nh,Nh,"(33, 34)","(37, 38)",列宁,希特勒,"['袁世凯', '这位', '中华民国', '第一任', '正式', '大总统', '，', '他生', '也', '早', '（', '比', '毛泽东', '大', '四十四岁', '）', '，', '当', '他', '发现', '「', '民主', '共和国', '的', '『', '体', '』', '也', '不能', '用', '」', '时', '，', '列宁', '、', '墨索里尼', '、', '希特勒', '…', '…']",袁世凯传.txt
Nh,Nh,"(35, 36)","(37, 38)",墨索里尼,希特勒,"['袁世凯', '这位', '中华民国', '第一任', '正式', '大总统', '，', '他生', '也', '早', '（', '比', '毛泽东', '大', '四十四岁', '）', '，', '当', '他', '发现', '「', '民主', '共和国', '的', '『', '体', '』', '也', '不能', '用', '」', '时', '，', '列宁', '、', '墨索里尼', '、', '希特勒', '…', '…']",袁世凯传.txt
Nh,Nh,"(23, 24)","(26, 27)",章含之,李志绥,"['有心', '读者', '如', '稍稍', '浏览', '毛公', '这', '一小', '段', '录音', '讲辞', '，', '便知', '讲话', '者', '和', '他', '身边', '的', '「', '英文', '老师', '」', '章含之', '小姐', '和', '李志绥', '博士', '等', '，', '都', '该', '打烂', '屁股', '。']",袁世凯传.txt
Nh,Nh,"(9, 10)","(13, 14)",袁世凯,毛泽东,"['但', '在', '这些', '基本', '教义', '的', '认知', '上', '，', '袁世凯', '有时', '反而', '较', '毛泽东', '更为', '虚心', '。']",袁世凯传.txt
Nh,Nh,"(16, 17)","(18, 19)",袁,毛二公,"['朋友', '，', '吾人', '啜茗', '独坐', '，', '民国', '史', '一卷', '在手', '，', '褒贬', '之间', '，', '欲', '把', '袁', '、', '毛二公', '比较', '一番', '，', '则', '上述', '对待', '臭老九', '的', '态度', '，', '恐怕', '是', '他', '二人', '最大', '的', '区别', '了', '。']",袁世凯传.txt
Nh,Nh,"(10, 11)","(14, 15)",袁世凯,侯宜杰,"['更', '有趣', '的', '是', '，', '笔者', '近', '月', '读', '「', '袁世凯', '全传', '」', '（', '侯宜杰', '着', '，', '一九九四年', '北京', '当代', '出版社', '出版', '）', '。']",袁世凯传.txt
Nh,Ni,"(14, 15)","(18, 21)",侯宜杰,北京当代出版社,"['更', '有趣', '的', '是', '，', '笔者', '近', '月', '读', '「', '袁世凯', '全传', '」', '（', '侯宜杰', '着', '，', '一九九四年', '北京', '当代', '出版社', '出版', '）', '。']",袁世凯传.txt
Nh,Nh,"(22, 23)","(26, 27)",蒋介石,毛泽东,"['青灯', '独坐', '，', '笔者', '戏以', '铅笔', '，', '把', '百十条', '作者', '评', '袁之辞', '上', '「', '袁世凯', '」', '三字', '划掉', '，', '改', '以', '「', '蒋介石', '」', '或', '「', '毛泽东', '」', '三字', '补入', '之', '，', '再', '重读', '全文', '，', '竟', '发现', '也', '切', '贴', '入微', '，', '天衣无缝', '。']",袁世凯传.txt
Nh,Ns,"(8, 9)","(12, 13)",─,中国,"['哑然失笑', '之', '余', '，', '也', '恍恍有', '悟', '─', '─', '原来', '在', '近代', '中国', '「', '攻治', '转型', '史', '」', '中', '，', '我们', '的', '搞', '独裁', '的', '民族', '领袖', '们', '，', '原是', '一', '母所生', '，', '有', '其', '「', '通性', '」', '。']",袁世凯传.txt
Nh,Nh,"(3, 4)","(5, 6)",袁,蒋,"['历史', '家', '如厚责于', '袁', '、', '蒋', '、', '毛', '三公', '，', '那', '就', '在', '「', '历史学', '转型', '」', '中', '开倒车', '，', '把', '现代', '历史', '科学', '，', '又', '领回', '司马', '温公', '的', '「', '臣光', '曰', '」', '的', '老套路', '中去', '了', '。']",袁世凯传.txt
Nh,Nh,"(2, 3)","(4, 5)",袁,蒋,"['读者', '可用', '袁', '、', '蒋', '、', '毛', '三公', '大名', '再', '补入', '而', '重读', '之', '。']",袁世凯传.txt
Nh,Nh,"(1, 2)","(3, 4)",伍汉持,徐秀钧,"['议员', '伍汉持', '、', '徐秀钧', '，', '工党', '领袖', '徐企文', '皆', '被', '处以', '极刑', '。']",袁世凯传.txt
Nh,Nh,"(1, 2)","(7, 8)",伍汉持,徐企文,"['议员', '伍汉持', '、', '徐秀钧', '，', '工党', '领袖', '徐企文', '皆', '被', '处以', '极刑', '。']",袁世凯传.txt
Nh,Nh,"(3, 4)","(7, 8)",徐秀钧,徐企文,"['议员', '伍汉持', '、', '徐秀钧', '，', '工党', '领袖', '徐企文', '皆', '被', '处以', '极刑', '。']",袁世凯传.txt
Nh,Nh,"(16, 17)","(20, 21)",袁似,─,"['这', '一段', '极其', '精彩', '动人', '的', '有关', '独裁者', '「', '次', '文化', '」', '的', '描述', '，', '对', '袁似', '稍嫌', '过分', '─', '─', '非', '袁较', '蒋', '、', '毛', '仁慈', '也', '。']",袁世凯传.txt
Nh,Nh,"(16, 17)","(23, 24)",袁似,蒋,"['这', '一段', '极其', '精彩', '动人', '的', '有关', '独裁者', '「', '次', '文化', '」', '的', '描述', '，', '对', '袁似', '稍嫌', '过分', '─', '─', '非', '袁较', '蒋', '、', '毛', '仁慈', '也', '。']",袁世凯传.txt
Nh,Nh,"(20, 21)","(23, 24)",─,蒋,"['这', '一段', '极其', '精彩', '动人', '的', '有关', '独裁者', '「', '次', '文化', '」', '的', '描述', '，', '对', '袁似', '稍嫌', '过分', '─', '─', '非', '袁较', '蒋', '、', '毛', '仁慈', '也', '。']",袁世凯传.txt
Nh,Nh,"(3, 4)","(8, 9)",蒋,毛,"['这', '一段', '对', '蒋', '，', '尤其', '是', '对', '毛', '，', '则', '颇', '嫌', '不足', '。']",袁世凯传.txt
Nh,Nh,"(2, 3)","(9, 10)",毛,希特勒,"['─', '─', '毛', '公所', '搞', '的', '则', '是', '冶', '希特勒', '、', '斯大林', '和', '秦始皇', '于', '一炉', '的', '，', '时', '人', '（', '包括', '侯宜杰', '教授', '）', '所说', '的', '「', '封建', '法西斯', '统治', '」', '。']",袁世凯传.txt
Nh,Nh,"(9, 10)","(11, 12)",希特勒,斯大林,"['─', '─', '毛', '公所', '搞', '的', '则', '是', '冶', '希特勒', '、', '斯大林', '和', '秦始皇', '于', '一炉', '的', '，', '时', '人', '（', '包括', '侯宜杰', '教授', '）', '所说', '的', '「', '封建', '法西斯', '统治', '」', '。']",袁世凯传.txt
Nh,Nh,"(9, 10)","(13, 14)",希特勒,秦始皇,"['─', '─', '毛', '公所', '搞', '的', '则', '是', '冶', '希特勒', '、', '斯大林', '和', '秦始皇', '于', '一炉', '的', '，', '时', '人', '（', '包括', '侯宜杰', '教授', '）', '所说', '的', '「', '封建', '法西斯', '统治', '」', '。']",袁世凯传.txt
Nh,Nh,"(11, 12)","(13, 14)",斯大林,秦始皇,"['─', '─', '毛', '公所', '搞', '的', '则', '是', '冶', '希特勒', '、', '斯大林', '和', '秦始皇', '于', '一炉', '的', '，', '时', '人', '（', '包括', '侯宜杰', '教授', '）', '所说', '的', '「', '封建', '法西斯', '统治', '」', '。']",袁世凯传.txt
Nh,Nh,"(16, 17)","(18, 19)",黑格尔,马克斯,"['小可', '曲不离口', '，', '讲', '了', '三十多年', '的', '「', '转型', '论', '（', '病', '）', '」', '，', '和', '黑格尔', '、', '马克斯', '师徒', '的', '「', '辩证法', '」', '，', '均', '可', '从', '不同', '角度', '加以', '解释', '。']",袁世凯传.txt
Ns,Ns,"(2, 3)","(5, 6)",中国,中国,"['毕竟', '是', '中国', '人', '说', '中国', '事嘛', '。']",袁世凯传.txt
Nh,Nh,"(1, 2)","(3, 4)",袁,蒋,"['此非', '袁', '、', '蒋', '、', '毛', '三公', '如此', '；']",袁世凯传.txt
Nh,Nh,"(3, 4)","(5, 6)",孙,袁,"['事实上', '，', '在', '孙', '、', '袁', '、', '蒋', '、', '毛四人', '之中', '，', '大家', '的', '最后', '志愿', '都', '是', '搞', '个人', '独裁', '的', '最高', '形式', '（', '皇帝', '）', '。']",袁世凯传.txt
Nh,Nh,"(3, 4)","(7, 8)",孙,蒋,"['事实上', '，', '在', '孙', '、', '袁', '、', '蒋', '、', '毛四人', '之中', '，', '大家', '的', '最后', '志愿', '都', '是', '搞', '个人', '独裁', '的', '最高', '形式', '（', '皇帝', '）', '。']",袁世凯传.txt
Nh,Nh,"(5, 6)","(7, 8)",袁,蒋,"['事实上', '，', '在', '孙', '、', '袁', '、', '蒋', '、', '毛四人', '之中', '，', '大家', '的', '最后', '志愿', '都', '是', '搞', '个人', '独裁', '的', '最高', '形式', '（', '皇帝', '）', '。']",袁世凯传.txt
Nh,Nh,"(2, 3)","(4, 5)",洪,宏,"['洪宪者', '，', '洪', '〔', '宏', '〕', '扬', '宪法', '也', '。']",袁世凯传.txt
Nh,Nh,"(0, 2)","(8, 9)",老蒋总统,汪精卫,"['老', '蒋总统', '当年', '为', '争取', '革命', '，', '赶走', '汪精卫', '，', '关', '起', '胡汉民', '。']",袁世凯传.txt
Nh,Nh,"(8, 9)","(12, 13)",汪精卫,胡汉民,"['老', '蒋总统', '当年', '为', '争取', '革命', '，', '赶走', '汪精卫', '，', '关', '起', '胡汉民', '。']",袁世凯传.txt
Nh,Nh,"(10, 11)","(17, 18)",余,吴三连,"['最后', '还', '搞', '个', '「', '于', '又', '任', '」', '（', '余', '又', '任', '谐音', '）', '、', '「', '吴三连', '」', '（', '吾', '三', '连', '谐音', '）', '…', '…']",袁世凯传.txt
Nh,Nh,"(1, 2)","(4, 5)",─,列宁,"['─', '─', '做', '了', '列宁', '，', '那', '就', '不止', '是', '皇帝', '了', '；']",袁世凯传.txt
Ns,Nh,"(0, 1)","(5, 6)",中山,蒋,"['中山', '如系', '迫于', '时势', '，', '蒋', '、', '毛', '又', '何独', '不然', '？']",袁世凯传.txt
Nh,Nh,"(0, 1)","(2, 3)",蒋,毛二公,"['蒋', '、', '毛二公', '虽', '都', '有', '做', '皇帝', '之实', '，', '而', '二人', '不敢', '蹈', '袁', '皇帝', '之', '覆辙', '，', '力避', '做', '皇帝', '之名', '。']",袁世凯传.txt
