Ns,Ns,"(24, 25)","(30, 31)",大渡河,青衣江,"['这', '是', '由', '其', '“', '故乡', '的', '两条', '河', '，', '沫', '水', '与', '若水', '合拢', '来', '的', '”', '，', '“', '沫', '水', '”', '即', '大渡河', '，', '“', '若水', '”', '即', '青衣江', '，', '名号', '意在', '不', '忘', '故土', '。']",大师系列传记_郭沫若传.txt
Ns,BOOK,"(16, 17)","(14, 15)",上海,《算数备旨》,"['这种', '情势', '必定', '促使', '家塾', '教育', '也', '发生', '变革', '：', '《地球韵言》', '、', '《史鉴节要》', '、', '《算数备旨》', '以及', '上海', '出版', '的', '各种', '新式', '教科书', '，', '终', '被', '采用', '为', '课本', '，', '从而', '扭转', '了', '千百年来', '认定', '的', '“', '圣贤书', '外', '无', '学问', '”', '的', '倾向', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(10, 11)","(12, 13)",《地球韵言》,《史鉴节要》,"['这种', '情势', '必定', '促使', '家塾', '教育', '也', '发生', '变革', '：', '《地球韵言》', '、', '《史鉴节要》', '、', '《算数备旨》', '以及', '上海', '出版', '的', '各种', '新式', '教科书', '，', '终', '被', '采用', '为', '课本', '，', '从而', '扭转', '了', '千百年来', '认定', '的', '“', '圣贤书', '外', '无', '学问', '”', '的', '倾向', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(10, 11)","(14, 15)",《地球韵言》,《算数备旨》,"['这种', '情势', '必定', '促使', '家塾', '教育', '也', '发生', '变革', '：', '《地球韵言》', '、', '《史鉴节要》', '、', '《算数备旨》', '以及', '上海', '出版', '的', '各种', '新式', '教科书', '，', '终', '被', '采用', '为', '课本', '，', '从而', '扭转', '了', '千百年来', '认定', '的', '“', '圣贤书', '外', '无', '学问', '”', '的', '倾向', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(12, 13)","(14, 15)",《史鉴节要》,《算数备旨》,"['这种', '情势', '必定', '促使', '家塾', '教育', '也', '发生', '变革', '：', '《地球韵言》', '、', '《史鉴节要》', '、', '《算数备旨》', '以及', '上海', '出版', '的', '各种', '新式', '教科书', '，', '终', '被', '采用', '为', '课本', '，', '从而', '扭转', '了', '千百年来', '认定', '的', '“', '圣贤书', '外', '无', '学问', '”', '的', '倾向', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(13, 14)","(17, 18)",《左氏春秋》,《东莱博议》,"['这时候', '开贞读', '古书', '的', '方法', '也', '有', '了', '改进', '，', '他', '一面', '读', '《左氏春秋》', '，', '一面', '就读', '《东莱博议》', '，', '双双', '对照', '，', '相映成趣', '。']",大师系列传记_郭沫若传.txt
Ns,Ns,"(1, 2)","(3, 4)",沙湾,沙湾镇,"['小小的', '沙湾', '，', '沙湾镇', '上', '的', '我', '，', '…', '…']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(6, 7)","(8, 9)",《启蒙画报》,《经国美谈》,"['大哥', '从', '省城', '不断', '寄来', '的', '《启蒙画报》', '、', '《经国美谈》', '、', '《新小说》', '、', '《浙江潮》', '等', '书刊', '，', '正给', '他', '提供', '了', '丰富', '的', '精神食粮', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(6, 7)","(10, 11)",《启蒙画报》,《新小说》,"['大哥', '从', '省城', '不断', '寄来', '的', '《启蒙画报》', '、', '《经国美谈》', '、', '《新小说》', '、', '《浙江潮》', '等', '书刊', '，', '正给', '他', '提供', '了', '丰富', '的', '精神食粮', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(6, 7)","(12, 13)",《启蒙画报》,《浙江潮》,"['大哥', '从', '省城', '不断', '寄来', '的', '《启蒙画报》', '、', '《经国美谈》', '、', '《新小说》', '、', '《浙江潮》', '等', '书刊', '，', '正给', '他', '提供', '了', '丰富', '的', '精神食粮', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(8, 9)","(10, 11)",《经国美谈》,《新小说》,"['大哥', '从', '省城', '不断', '寄来', '的', '《启蒙画报》', '、', '《经国美谈》', '、', '《新小说》', '、', '《浙江潮》', '等', '书刊', '，', '正给', '他', '提供', '了', '丰富', '的', '精神食粮', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(8, 9)","(12, 13)",《经国美谈》,《浙江潮》,"['大哥', '从', '省城', '不断', '寄来', '的', '《启蒙画报》', '、', '《经国美谈》', '、', '《新小说》', '、', '《浙江潮》', '等', '书刊', '，', '正给', '他', '提供', '了', '丰富', '的', '精神食粮', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(10, 11)","(12, 13)",《新小说》,《浙江潮》,"['大哥', '从', '省城', '不断', '寄来', '的', '《启蒙画报》', '、', '《经国美谈》', '、', '《新小说》', '、', '《浙江潮》', '等', '书刊', '，', '正给', '他', '提供', '了', '丰富', '的', '精神食粮', '。']",大师系列传记_郭沫若传.txt
Ns,Ns,"(55, 56)","(62, 63)",阿尔卑斯山,欧洲,"['其中', '《启蒙画报》', '文字', '异常', '浅显', '，', '每', '段', '记事', '都', '有', '插画', '，', '少年', '开贞', '总', '喜欢', '把', '许多', '图画', '临摹', '下来', '，', '涂上', '各种', '颜色', '，', '然后', '贴', '在', '床头', '墙壁', '上细加', '观赏', '：', '狂风', '卷起', '了', '军大衣', '的', '下摆', '，', '一步', '一个', '深深', '的', '脚印', '，', '这个', '伟人', '的', '步履', '使', '脚下', '的', '阿尔卑斯山', '为', '之', '颤抖', '，', '使', '整个', '欧洲', '为', '之', '震撼', '，', '…', '…']",大师系列传记_郭沫若传.txt
Ns,Ns,"(4, 5)","(10, 11)",法兰西,德国,"['开贞', '的', '视线', '由', '法兰西', '第一', '帝国', '皇帝', '又', '移到', '德国', '“', '铁血宰相', '”', '身上', '去', '了', '，', '他', '得意', '地', '摆动', '着', '大', '脑袋', '，', '正如', '俾斯麦', '一样', '欣赏', '起', '自己', '特大', '的', '头颅', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(9, 10)","(11, 12)",《海上名人画稿》,《芥子园画谱》,"['幼年时代', '的', '开贞', '，', '常', '把', '大哥', '备用', '的', '《海上名人画稿》', '和', '《芥子园画谱》', '，', '当作', '《儿童画报》', '一样', '翻阅', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(9, 10)","(14, 15)",《海上名人画稿》,《儿童画报》,"['幼年时代', '的', '开贞', '，', '常', '把', '大哥', '备用', '的', '《海上名人画稿》', '和', '《芥子园画谱》', '，', '当作', '《儿童画报》', '一样', '翻阅', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(11, 12)","(14, 15)",《芥子园画谱》,《儿童画报》,"['幼年时代', '的', '开贞', '，', '常', '把', '大哥', '备用', '的', '《海上名人画稿》', '和', '《芥子园画谱》', '，', '当作', '《儿童画报》', '一样', '翻阅', '。']",大师系列传记_郭沫若传.txt
Nh,Ns,"(2, 3)","(4, 5)",郭开文,成都,"['①', '那时', '郭开文', '正在', '成都', '新办', '的', '东', '文学', '堂', '读书', '，', '一', '九', '○', '五年', '春即', '被', '派', '赴', '日本', '留学', '，', '他', '很', '想', '把', '八弟', '带', '去', '，', '为此', '临行', '前', '特地', '征询', '了', '开贞', '本人', '的', '意见', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(13, 14)","(15, 16)",《西厢》,《西湖佳话》,"['大哥', '走后', '，', '开贞', '从', '他', '的', '书橱', '里', '意外', '地', '发现', '了', '《西厢》', '、', '《西湖佳话》', '和', '《花月痕》', '，', '这些', '都', '是', '当时', '被', '视为', '小孩子', '不该', '看', '的', '“', '禁书', '”', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(13, 14)","(17, 18)",《西厢》,《花月痕》,"['大哥', '走后', '，', '开贞', '从', '他', '的', '书橱', '里', '意外', '地', '发现', '了', '《西厢》', '、', '《西湖佳话》', '和', '《花月痕》', '，', '这些', '都', '是', '当时', '被', '视为', '小孩子', '不该', '看', '的', '“', '禁书', '”', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(15, 16)","(17, 18)",《西湖佳话》,《花月痕》,"['大哥', '走后', '，', '开贞', '从', '他', '的', '书橱', '里', '意外', '地', '发现', '了', '《西厢》', '、', '《西湖佳话》', '和', '《花月痕》', '，', '这些', '都', '是', '当时', '被', '视为', '小孩子', '不该', '看', '的', '“', '禁书', '”', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(1, 2)","(4, 5)",《邨居即景》,《郭沫若少年诗稿》,"['①', '《邨居即景》', '，', '见', '《郭沫若少年诗稿》', '。']",大师系列传记_郭沫若传.txt
BOOK,BOOK,"(1, 2)","(4, 5)",《愚者辨》,《郭沫若早年作品三篇》,"['①', '《愚者辨》', '，', '见', '《郭沫若早年作品三篇》', '，', 'BOOK1982', '年', '第', '4', '期', '。']",大师系列传记_郭沫若传.txt
Nh,Nh,"(2, 3)","(6, 7)",廖,黄经,"['著名', '经学家', '廖', '季平', '的', '高足', '黄经', '华恰', '在', '这里', '教', '《春秋》', '，', '这位', '先生', '很', '赏识', '郭开贞', '，', '借', '许多', '书', '给', '他', '看', '，', '进一步', '培养', '了', '他', '对', '文学', '的', '兴趣', '。']",大师系列传记_郭沫若传.txt
Nh,BOOK,"(6, 7)","(11, 12)",黄经,《春秋》,"['著名', '经学家', '廖', '季平', '的', '高足', '黄经', '华恰', '在', '这里', '教', '《春秋》', '，', '这位', '先生', '很', '赏识', '郭开贞', '，', '借', '许多', '书', '给', '他', '看', '，', '进一步', '培养', '了', '他', '对', '文学', '的', '兴趣', '。']",大师系列传记_郭沫若传.txt
Nh,BOOK,"(17, 18)","(11, 12)",郭开贞,《春秋》,"['著名', '经学家', '廖', '季平', '的', '高足', '黄经', '华恰', '在', '这里', '教', '《春秋》', '，', '这位', '先生', '很', '赏识', '郭开贞', '，', '借', '许多', '书', '给', '他', '看', '，', '进一步', '培养', '了', '他', '对', '文学', '的', '兴趣', '。']",大师系列传记_郭沫若传.txt
Nh,Nh,"(27, 28)","(29, 30)",林纾,琴南,"['同时', '社会', '上', '流行', '的', '“', '林译', '小说', '”', '，', '也', '对', '他', '起', '了', '勾魂摄魄', '的', '作用', '，', '他', '第一次', '读', '的', '西洋', '小说', '，', '就是', '林纾', '（', '琴南', '，', '1852', '—', '1924', '）', '翻译', '的', '英国', '作家', '哈葛德', '的', '《迦茵小传》', '，', '主人公', '迦茵', '及其', '丈夫', '亨利', '的', '际遇', '，', '引起', '他', '深厚', '的', '同情', '。']",大师系列传记_郭沫若传.txt
Ns,Nh,"(37, 38)","(39, 40)",英国,哈葛德,"['同时', '社会', '上', '流行', '的', '“', '林译', '小说', '”', '，', '也', '对', '他', '起', '了', '勾魂摄魄', '的', '作用', '，', '他', '第一次', '读', '的', '西洋', '小说', '，', '就是', '林纾', '（', '琴南', '，', '1852', '—', '1924', '）', '翻译', '的', '英国', '作家', '哈葛德', '的', '《迦茵小传》', '，', '主人公', '迦茵', '及其', '丈夫', '亨利', '的', '际遇', '，', '引起', '他', '深厚', '的', '同情', '。']",大师系列传记_郭沫若传.txt
Ns,Nh,"(37, 38)","(44, 45)",英国,迦茵,"['同时', '社会', '上', '流行', '的', '“', '林译', '小说', '”', '，', '也', '对', '他', '起', '了', '勾魂摄魄', '的', '作用', '，', '他', '第一次', '读', '的', '西洋', '小说', '，', '就是', '林纾', '（', '琴南', '，', '1852', '—', '1924', '）', '翻译', '的', '英国', '作家', '哈葛德', '的', '《迦茵小传》', '，', '主人公', '迦茵', '及其', '丈夫', '亨利', '的', '际遇', '，', '引起', '他', '深厚', '的', '同情', '。']",大师系列传记_郭沫若传.txt
Ns,BOOK,"(37, 38)","(41, 42)",英国,《迦茵小传》,"['同时', '社会', '上', '流行', '的', '“', '林译', '小说', '”', '，', '也', '对', '他', '起', '了', '勾魂摄魄', '的', '作用', '，', '他', '第一次', '读', '的', '西洋', '小说', '，', '就是', '林纾', '（', '琴南', '，', '1852', '—', '1924', '）', '翻译', '的', '英国', '作家', '哈葛德', '的', '《迦茵小传》', '，', '主人公', '迦茵', '及其', '丈夫', '亨利', '的', '际遇', '，', '引起', '他', '深厚', '的', '同情', '。']",大师系列传记_郭沫若传.txt
Nh,Nh,"(39, 40)","(44, 45)",哈葛德,迦茵,"['同时', '社会', '上', '流行', '的', '“', '林译', '小说', '”', '，', '也', '对', '他', '起', '了', '勾魂摄魄', '的', '作用', '，', '他', '第一次', '读', '的', '西洋', '小说', '，', '就是', '林纾', '（', '琴南', '，', '1852', '—', '1924', '）', '翻译', '的', '英国', '作家', '哈葛德', '的', '《迦茵小传》', '，', '主人公', '迦茵', '及其', '丈夫', '亨利', '的', '际遇', '，', '引起', '他', '深厚', '的', '同情', '。']",大师系列传记_郭沫若传.txt
Nh,BOOK,"(39, 40)","(41, 42)",哈葛德,《迦茵小传》,"['同时', '社会', '上', '流行', '的', '“', '林译', '小说', '”', '，', '也', '对', '他', '起', '了', '勾魂摄魄', '的', '作用', '，', '他', '第一次', '读', '的', '西洋', '小说', '，', '就是', '林纾', '（', '琴南', '，', '1852', '—', '1924', '）', '翻译', '的', '英国', '作家', '哈葛德', '的', '《迦茵小传》', '，', '主人公', '迦茵', '及其', '丈夫', '亨利', '的', '际遇', '，', '引起', '他', '深厚', '的', '同情', '。']",大师系列传记_郭沫若传.txt
Nh,Nh,"(44, 45)","(47, 48)",迦茵,亨利,"['同时', '社会', '上', '流行', '的', '“', '林译', '小说', '”', '，', '也', '对', '他', '起', '了', '勾魂摄魄', '的', '作用', '，', '他', '第一次', '读', '的', '西洋', '小说', '，', '就是', '林纾', '（', '琴南', '，', '1852', '—', '1924', '）', '翻译', '的', '英国', '作家', '哈葛德', '的', '《迦茵小传》', '，', '主人公', '迦茵', '及其', '丈夫', '亨利', '的', '际遇', '，', '引起', '他', '深厚', '的', '同情', '。']",大师系列传记_郭沫若传.txt
Nh,BOOK,"(44, 45)","(41, 42)",迦茵,《迦茵小传》,"['同时', '社会', '上', '流行', '的', '“', '林译', '小说', '”', '，', '也', '对', '他', '起', '了', '勾魂摄魄', '的', '作用', '，', '他', '第一次', '读', '的', '西洋', '小说', '，', '就是', '林纾', '（', '琴南', '，', '1852', '—', '1924', '）', '翻译', '的', '英国', '作家', '哈葛德', '的', '《迦茵小传》', '，', '主人公', '迦茵', '及其', '丈夫', '亨利', '的', '际遇', '，', '引起', '他', '深厚', '的', '同情', '。']",大师系列传记_郭沫若传.txt
