Nh,BOOK,"(5, 6)","(6, 7)",廿,《上海史研究译丛》,"['T', '蛐', 'B900x', ' ', 'S', '廿', '《上海史研究译丛》']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Nh,"(0, 1)","(1, 2)",上海,史研,"['上海', '史研', '兜', '，', '历来', '备受', '学术界', '关注', '，', '海外', '学者', '更是', '晴有', '独钟', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Nh,BOOK,"(17, 18)","(22, 23)",麦克,《J_海史话》,"['即使', '不算', '一百五十年', '前麦', '都', '思', '刘上', '诲', 'J', '力史', '的', '简单', '描述', '，', '也', '不算', '稍后', '麦克', '，', '苇', '他', '的', '《J_海史话》', '、', '裘昔司', '的', '《历史上的卜海》', '，', '单从', '1921', '年', '、', '1923', '年', '寓', '沪', '英国', '学者', '兰', '’', '、', '库寿龄', '共同', '推出', '的', '功力', '深厚', '的', '两大卷', '《上海史》', '算超', '，', '海外', '学者', '对', 'Ii', '海史', '的', '讲究', '已有', '80', '个', '年头', '了', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Nh,"(36, 37)","(38, 39)",英国,兰,"['即使', '不算', '一百五十年', '前麦', '都', '思', '刘上', '诲', 'J', '力史', '的', '简单', '描述', '，', '也', '不算', '稍后', '麦克', '，', '苇', '他', '的', '《J_海史话》', '、', '裘昔司', '的', '《历史上的卜海》', '，', '单从', '1921', '年', '、', '1923', '年', '寓', '沪', '英国', '学者', '兰', '’', '、', '库寿龄', '共同', '推出', '的', '功力', '深厚', '的', '两大卷', '《上海史》', '算超', '，', '海外', '学者', '对', 'Ii', '海史', '的', '讲究', '已有', '80', '个', '年头', '了', '。']",《上海警察 1927-1937》【美】魏斐德.txt
BOOK,BOOK,"(22, 23)","(26, 27)",《J_海史话》,《历史上的卜海》,"['即使', '不算', '一百五十年', '前麦', '都', '思', '刘上', '诲', 'J', '力史', '的', '简单', '描述', '，', '也', '不算', '稍后', '麦克', '，', '苇', '他', '的', '《J_海史话》', '、', '裘昔司', '的', '《历史上的卜海》', '，', '单从', '1921', '年', '、', '1923', '年', '寓', '沪', '英国', '学者', '兰', '’', '、', '库寿龄', '共同', '推出', '的', '功力', '深厚', '的', '两大卷', '《上海史》', '算超', '，', '海外', '学者', '对', 'Ii', '海史', '的', '讲究', '已有', '80', '个', '年头', '了', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(1, 2)","(6, 7)",美国,洛杉矶,"['在', '美国', '，', '西部', '伯克利', '、', '洛杉矶', '、', '俄勒冈', '，', '乐部', '康乃尔', '哈佛', '+', '北部', '密西根', '，', '都', '各有', '学者', '存', '研究', '上海', '史', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(1, 2)","(8, 9)",美国,俄勒冈,"['在', '美国', '，', '西部', '伯克利', '、', '洛杉矶', '、', '俄勒冈', '，', '乐部', '康乃尔', '哈佛', '+', '北部', '密西根', '，', '都', '各有', '学者', '存', '研究', '上海', '史', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(6, 7)","(8, 9)",洛杉矶,俄勒冈,"['在', '美国', '，', '西部', '伯克利', '、', '洛杉矶', '、', '俄勒冈', '，', '乐部', '康乃尔', '哈佛', '+', '北部', '密西根', '，', '都', '各有', '学者', '存', '研究', '上海', '史', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Nh,"(6, 7)","(11, 12)",洛杉矶,康乃尔,"['在', '美国', '，', '西部', '伯克利', '、', '洛杉矶', '、', '俄勒冈', '，', '乐部', '康乃尔', '哈佛', '+', '北部', '密西根', '，', '都', '各有', '学者', '存', '研究', '上海', '史', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(6, 7)","(12, 13)",洛杉矶,哈佛,"['在', '美国', '，', '西部', '伯克利', '、', '洛杉矶', '、', '俄勒冈', '，', '乐部', '康乃尔', '哈佛', '+', '北部', '密西根', '，', '都', '各有', '学者', '存', '研究', '上海', '史', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Nh,"(8, 9)","(11, 12)",俄勒冈,康乃尔,"['在', '美国', '，', '西部', '伯克利', '、', '洛杉矶', '、', '俄勒冈', '，', '乐部', '康乃尔', '哈佛', '+', '北部', '密西根', '，', '都', '各有', '学者', '存', '研究', '上海', '史', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(8, 9)","(12, 13)",俄勒冈,哈佛,"['在', '美国', '，', '西部', '伯克利', '、', '洛杉矶', '、', '俄勒冈', '，', '乐部', '康乃尔', '哈佛', '+', '北部', '密西根', '，', '都', '各有', '学者', '存', '研究', '上海', '史', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Nh,Ns,"(11, 12)","(12, 13)",康乃尔,哈佛,"['在', '美国', '，', '西部', '伯克利', '、', '洛杉矶', '、', '俄勒冈', '，', '乐部', '康乃尔', '哈佛', '+', '北部', '密西根', '，', '都', '各有', '学者', '存', '研究', '上海', '史', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(3, 4)","(5, 6)",德国,法国,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(3, 4)","(7, 8)",德国,英国,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(3, 4)","(9, 10)",德国,奥地利,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(5, 6)","(7, 8)",法国,英国,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(5, 6)","(9, 10)",法国,奥地利,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(5, 6)","(11, 12)",法国,澳,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(7, 8)","(9, 10)",英国,奥地利,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(7, 8)","(11, 12)",英国,澳,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(9, 10)","(11, 12)",奥地利,澳,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(9, 10)","(16, 17)",奥地利,香港,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(11, 12)","(16, 17)",澳,香港,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(11, 12)","(18, 19)",澳,台湾,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(16, 17)","(18, 19)",香港,台湾,"['n', '本', '、', '德国', '、', '法国', '、', '英国', '、', '奥地利', '、', '澳', '失利', '亚', '我国', '的', '香港', '、', '台湾', '，', '也', '都', '有', '学岩', '在', '从事', '上海', '史', '研究', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ni,Ns,"(3, 5)","(5, 6)",H大学,伯克利,"['加', '：', '}', 'H', '大学', '伯克利', '校区', '因', '研究', 'P', '海史', '人多势众', '，', '在', '美同', '学术界', '曾', '有', '“', '上海', '帮', '”', '之塘称', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(9, 10)","(11, 12)",美,德,"['据', '不', '完全', '统计', '自', '1980', '年代', '以来', '，', '美', '、', '德', '、', '法', '、', '英', '、', '日等国', '关于', '上悔史', '的', '博', 'j', '论文', '已有', '小篇', '，', '正武', '出版', '的', '上', '悔史', '著作', '不下', '五', '『', '部', '，', '上海', '史是', '内蕴', '板丰', '的', '富矿', '，', '开采', '眼光', '、', '冶炼', '技巧', '阏凡', '而', '异', '，', '其', '产品', '自然', '也', '多姿多彩', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(9, 10)","(13, 14)",美,法,"['据', '不', '完全', '统计', '自', '1980', '年代', '以来', '，', '美', '、', '德', '、', '法', '、', '英', '、', '日等国', '关于', '上悔史', '的', '博', 'j', '论文', '已有', '小篇', '，', '正武', '出版', '的', '上', '悔史', '著作', '不下', '五', '『', '部', '，', '上海', '史是', '内蕴', '板丰', '的', '富矿', '，', '开采', '眼光', '、', '冶炼', '技巧', '阏凡', '而', '异', '，', '其', '产品', '自然', '也', '多姿多彩', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(9, 10)","(15, 16)",美,英,"['据', '不', '完全', '统计', '自', '1980', '年代', '以来', '，', '美', '、', '德', '、', '法', '、', '英', '、', '日等国', '关于', '上悔史', '的', '博', 'j', '论文', '已有', '小篇', '，', '正武', '出版', '的', '上', '悔史', '著作', '不下', '五', '『', '部', '，', '上海', '史是', '内蕴', '板丰', '的', '富矿', '，', '开采', '眼光', '、', '冶炼', '技巧', '阏凡', '而', '异', '，', '其', '产品', '自然', '也', '多姿多彩', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(11, 12)","(13, 14)",德,法,"['据', '不', '完全', '统计', '自', '1980', '年代', '以来', '，', '美', '、', '德', '、', '法', '、', '英', '、', '日等国', '关于', '上悔史', '的', '博', 'j', '论文', '已有', '小篇', '，', '正武', '出版', '的', '上', '悔史', '著作', '不下', '五', '『', '部', '，', '上海', '史是', '内蕴', '板丰', '的', '富矿', '，', '开采', '眼光', '、', '冶炼', '技巧', '阏凡', '而', '异', '，', '其', '产品', '自然', '也', '多姿多彩', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(11, 12)","(15, 16)",德,英,"['据', '不', '完全', '统计', '自', '1980', '年代', '以来', '，', '美', '、', '德', '、', '法', '、', '英', '、', '日等国', '关于', '上悔史', '的', '博', 'j', '论文', '已有', '小篇', '，', '正武', '出版', '的', '上', '悔史', '著作', '不下', '五', '『', '部', '，', '上海', '史是', '内蕴', '板丰', '的', '富矿', '，', '开采', '眼光', '、', '冶炼', '技巧', '阏凡', '而', '异', '，', '其', '产品', '自然', '也', '多姿多彩', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(13, 14)","(15, 16)",法,英,"['据', '不', '完全', '统计', '自', '1980', '年代', '以来', '，', '美', '、', '德', '、', '法', '、', '英', '、', '日等国', '关于', '上悔史', '的', '博', 'j', '论文', '已有', '小篇', '，', '正武', '出版', '的', '上', '悔史', '著作', '不下', '五', '『', '部', '，', '上海', '史是', '内蕴', '板丰', '的', '富矿', '，', '开采', '眼光', '、', '冶炼', '技巧', '阏凡', '而', '异', '，', '其', '产品', '自然', '也', '多姿多彩', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ni,Ns,"(26, 29)","(30, 31)",上海史研究成果,上海,"['他', '^', 'fj', '共同', '构成', '上晦', '史丽地', '的', '繁盛', '屉观', '，', '上', '两蟹', '蔡', '，', '上稚史', '早已', '是', '一门', '国际', '陛', '的', '学问', '，', '翻译', '悔外', '上海', '史', '研究成果', '是', '上海', '史拳科', '建设', '的', '重要', '组成部分', '，', '对', '中国', '城市', '史', '、', '近代史', '社会史', '、', '文化史', '、', '经济', '电等', '学科建设', '也', '有', '积极意义', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(19, 20)","(21, 22)",美国,德国,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(19, 20)","(23, 24)",美国,法国,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(19, 20)","(25, 26)",美国,堇国,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(21, 22)","(23, 24)",德国,法国,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(21, 22)","(25, 26)",德国,堇国,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(21, 22)","(27, 28)",德国,澳大利亚,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(23, 24)","(25, 26)",法国,堇国,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(23, 24)","(27, 28)",法国,澳大利亚,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(23, 24)","(29, 30)",法国,日本,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(25, 26)","(27, 28)",堇国,澳大利亚,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(25, 26)","(29, 30)",堇国,日本,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
Ns,Ns,"(27, 28)","(29, 30)",澳大利亚,日本,"['遗珠', '之', '蟪', '，', '尚望', '鉴谅', '奉', '丛书', '编委', '台', '成员', '除了', 'L', '悔', '的', '学蕾', '，', '还', '包括', '美国', '、', '德国', '、', '法国', '，', '堇国', '、', '澳大利亚', '，', '日本', '等', '国家', '和', '香港', '的', '学者', '，', '他们', '都', '是', '上海', '史', '研究', '专家', '。']",《上海警察 1927-1937》【美】魏斐德.txt
