Ns,Ns,"(0, 1)","(2, 3)",新会县,珠江三角洲,"['新会县', '位于', '珠江三角洲', '的', '南端', '，', '距', '花城', '广州', '１', '０', '０', '多公里', '。']",梁启超传.txt
Nh,Ns,"(0, 1)","(5, 6)",梁氏,新会县,"['梁氏', '家族', '世代', '居住', '在', '新会县', '南部', '一个', '紧靠', '陆地', '的', '小岛', '熊子', '乡', '，', '是', '靠', '剥削', '起家', '的', '小地主', '，', '到', '其', '祖父', '梁维清', '这代', '，', '梁姓', '在', '茶', '坑', '村居', '２', '／', '３', '，', '有', '较大', '的', '势力', '。']",梁启超传.txt
Nh,Nh,"(25, 26)","(28, 29)",梁维清,梁姓,"['梁氏', '家族', '世代', '居住', '在', '新会县', '南部', '一个', '紧靠', '陆地', '的', '小岛', '熊子', '乡', '，', '是', '靠', '剥削', '起家', '的', '小地主', '，', '到', '其', '祖父', '梁维清', '这代', '，', '梁姓', '在', '茶', '坑', '村居', '２', '／', '３', '，', '有', '较大', '的', '势力', '。']",梁启超传.txt
Nh,Nh,"(2, 3)","(5, 6)",梁启超,梁维清,"['对此', '，', '梁启超', '的', '祖父', '梁维清', '深', '以为', '憾', '。']",梁启超传.txt
Nh,Ns,"(2, 3)","(5, 6)",黎氏,广东,"['其', '夫人', '黎氏', '，', '系', '广东', '提督', '黎第光', '之', '女', '，', '对', '改变', '梁氏', '门庭', '也', '很', '卖力', '。']",梁启超传.txt
Nh,Nh,"(2, 3)","(7, 8)",黎氏,黎第光,"['其', '夫人', '黎氏', '，', '系', '广东', '提督', '黎第光', '之', '女', '，', '对', '改变', '梁氏', '门庭', '也', '很', '卖力', '。']",梁启超传.txt
Ns,Nh,"(5, 6)","(7, 8)",广东,黎第光,"['其', '夫人', '黎氏', '，', '系', '广东', '提督', '黎第光', '之', '女', '，', '对', '改变', '梁氏', '门庭', '也', '很', '卖力', '。']",梁启超传.txt
Nh,Nh,"(7, 8)","(13, 14)",黎第光,梁氏,"['其', '夫人', '黎氏', '，', '系', '广东', '提督', '黎第光', '之', '女', '，', '对', '改变', '梁氏', '门庭', '也', '很', '卖力', '。']",梁启超传.txt
Ns,Nh,"(11, 12)","(17, 18)",坑村,梁维清,"['梁维清', '发奋', '读书', '的', '成绩', '虽然', '不过如此', '，', '但', '在', '茶', '坑村', '那样', '的', '小', '乡村', '，', '梁维清', '却', '已经', '算', '一个', '大人物', '了', '。']",梁启超传.txt
Nh,Nh,"(0, 1)","(2, 3)",梁宝瑛,梁维清,"['梁宝瑛', '是', '梁维清', '的', '第三个', '儿子', '，', '即', '梁启超', '的', '父亲', '。']",梁启超传.txt
Nh,Nh,"(2, 3)","(8, 9)",梁维清,梁启超,"['梁宝瑛', '是', '梁维清', '的', '第三个', '儿子', '，', '即', '梁启超', '的', '父亲', '。']",梁启超传.txt
Nh,Nh,"(0, 1)","(2, 3)",梁维清,宝瑛,"['梁维清', '对', '宝瑛', '要求', '极严', '，', '千方百计', '地', '让', '他', '刻苦', '攻读', '，', '希望', '他', '能', '博取', '功名', '，', '光宗耀祖', '。']",梁启超传.txt
Nh,Nh,"(0, 1)","(3, 4)",梁启超,赵氏,"['梁启超', '的', '母亲', '赵氏', '，', '出身', '书香门第', '，', '粗知', '诗文', '，', '勤劳', '干练', '，', '贤淑', '聪慧', '，', '以', '“', '贤孝', '”', '闻名', '乡里', '，', '属于', '典型', '的', '中国', '封建', '文化', '陶冶', '下', '的', '贤妻良母', '。']",梁启超传.txt
Ns,Nh,"(12, 13)","(19, 20)",广州,张之洞,"['回乡', '后', '，', '他', '更加', '发奋', '攻读', '，', '并', '反复', '参阅', '从', '广州', '买来', '的', '一些', '新书', '，', '其中', '张之洞', '的', '《书目答问》', '对', '他', '影响', '极大', '，', '使', '他', '眼界', '开阔', '了', '不少', '。']",梁启超传.txt
Nh,BOOK,"(19, 20)","(21, 22)",张之洞,《书目答问》,"['回乡', '后', '，', '他', '更加', '发奋', '攻读', '，', '并', '反复', '参阅', '从', '广州', '买来', '的', '一些', '新书', '，', '其中', '张之洞', '的', '《书目答问》', '对', '他', '影响', '极大', '，', '使', '他', '眼界', '开阔', '了', '不少', '。']",梁启超传.txt
Nh,Ns,"(10, 11)","(13, 14)",梁启超,广州,"['１', '８', '８', '４', '年冬', '，', '１', '１', '岁', '的', '梁启超', '第二次', '到', '广州', '应试', ',', '中', '了', '秀才', '，', '补', '博士', '弟子', '员', '。']",梁启超传.txt
Ns,Nh,"(0, 1)","(7, 8)",广东省,梁启超,"['广东省', '主考', '学政', '使叶大焯', '特地', '接见', '了', '梁启超', '等', '几位', '年纪', '较', '小', '的', '秀才', '，', '并', '“', '试', '以', '文艺', ' ', '”', ' ', '，', '梁启超', '的', '对答', '条理清楚', '，', '极少', '差错', '，', '令叶大焯', '惊叹不已', '。']",梁启超传.txt
Nh,Nh,"(2, 3)","(5, 6)",梁启超,叶大焯,"['机灵', '的', '梁启超', '乘机', '向', '叶大焯', '为', '其', '祖父', '梁维清', '的', '七十', '大寿', '请寿言', '，', '梁', '长跪', '向叶', '表示', '自己', '的', '请求', '。']",梁启超传.txt
Nh,Nh,"(2, 3)","(9, 10)",梁启超,梁维清,"['机灵', '的', '梁启超', '乘机', '向', '叶大焯', '为', '其', '祖父', '梁维清', '的', '七十', '大寿', '请寿言', '，', '梁', '长跪', '向叶', '表示', '自己', '的', '请求', '。']",梁启超传.txt
Nh,Nh,"(5, 6)","(9, 10)",叶大焯,梁维清,"['机灵', '的', '梁启超', '乘机', '向', '叶大焯', '为', '其', '祖父', '梁维清', '的', '七十', '大寿', '请寿言', '，', '梁', '长跪', '向叶', '表示', '自己', '的', '请求', '。']",梁启超传.txt
Nh,Nh,"(9, 10)","(15, 16)",梁维清,梁,"['机灵', '的', '梁启超', '乘机', '向', '叶大焯', '为', '其', '祖父', '梁维清', '的', '七十', '大寿', '请寿言', '，', '梁', '长跪', '向叶', '表示', '自己', '的', '请求', '。']",梁启超传.txt
Nh,Ns,"(6, 7)","(13, 14)",梁启超,广州,"['１', '８', '８', '５', '年', '，', '梁启超', '以', '秀才', '的', '资格', '进入', '当时', '广州', '著名', '的', '学海', '堂', '读书', '。']",梁启超传.txt
Nh,Ns,"(0, 1)","(3, 4)",学海,广东,"['学海', '堂为', '当时', '广东', '的', '最高', '学府', '，', '是', '由', '前', '两广总督', '、', '颇', '有', '文名', '的', '阮元', '设立', '的', '。']",梁启超传.txt
Nh,Nh,"(0, 1)","(7, 8)",梁启超,陈梅,"['梁启超', '从学', '的', '先生', '吕拔', '湖', '、', '陈梅', '坪', '、', '石星', '巢', '等', '都', '颇', '有', '汉学', '根基', '，', '对', '梁启超', '影响', '较大', '。']",梁启超传.txt
Nh,Ns,"(4, 5)","(9, 10)",梁启超,广东,"['这年', '９', '月', '，', '梁启超', '踌躇满志', '地', '参加', '了', '广东', '的', '乡试', '，', '结果', '是', '一举', '中', '的', '，', '榜列', '第八名', '举人', '。']",梁启超传.txt
Ns,Nh,"(7, 8)","(9, 10)",贵州,李端,"['主持', '这次', '乡试', '的', '正', '主考', '是', '贵州', '的', '李端', '副', '主考', '是', '福建', '的', '王仁堪', '。']",梁启超传.txt
Ns,Ns,"(7, 8)","(13, 14)",贵州,福建,"['主持', '这次', '乡试', '的', '正', '主考', '是', '贵州', '的', '李端', '副', '主考', '是', '福建', '的', '王仁堪', '。']",梁启超传.txt
Nh,Ns,"(9, 10)","(13, 14)",李端,福建,"['主持', '这次', '乡试', '的', '正', '主考', '是', '贵州', '的', '李端', '副', '主考', '是', '福建', '的', '王仁堪', '。']",梁启超传.txt
Nh,Nh,"(9, 10)","(15, 16)",李端,王仁堪,"['主持', '这次', '乡试', '的', '正', '主考', '是', '贵州', '的', '李端', '副', '主考', '是', '福建', '的', '王仁堪', '。']",梁启超传.txt
Ns,Nh,"(13, 14)","(15, 16)",福建,王仁堪,"['主持', '这次', '乡试', '的', '正', '主考', '是', '贵州', '的', '李端', '副', '主考', '是', '福建', '的', '王仁堪', '。']",梁启超传.txt
Nh,Nh,"(1, 2)","(4, 5)",李先,王仁堪,"['由于', '李先', '开口', '，', '王仁堪', '只好', '收藏', '起', '心底', '的', '秘密', '，', '连声', '道贺', '。']",梁启超传.txt
Nh,Nh,"(0, 1)","(3, 4)",李,李惠仙,"['李', '端的', '妹妹', '李惠仙', '，', '知书达礼', '，', '举止端庄', '。']",梁启超传.txt
Nh,Ns,"(7, 8)","(14, 15)",梁启超,北京,"['１', '８', '９', '１', '年', '秋天', '，', '梁启超', '在', '其父', '的', '陪同', '下', '前往', '北京', '与', '名门', '小姐', '李惠仙', '正式', '完婚', '。']",梁启超传.txt
Ns,Nh,"(14, 15)","(18, 19)",北京,李惠仙,"['１', '８', '９', '１', '年', '秋天', '，', '梁启超', '在', '其父', '的', '陪同', '下', '前往', '北京', '与', '名门', '小姐', '李惠仙', '正式', '完婚', '。']",梁启超传.txt
Nh,Nh,"(1, 2)","(6, 7)",及第,梁启超,"['少年', '及第', '，', '佳人', '相伴', '的', '梁启超', '陶醉', '在', '无限', '快乐', '之中', '，', '他', '哪里', '想到', '，', '等待', '他', '的', '却是', '一条', '他', '当时', '还', '想象', '不到', '的', '新', '的', '道路', '。']",梁启超传.txt
Nh,Ns,"(0, 1)","(3, 5)",康有为,广东南海县,"['康有为', '出生', '在', '广东', '南海县', '一个', '逐步', '衰落', '的', '大', '地主', '官僚', '家庭', '，', '从小', '就', '受到', '良好', '的', '封建', '传统', '教育', '。']",梁启超传.txt
Nh,Ns,"(19, 20)","(22, 26)",朱,南海九江镇礼山草堂,"['１', '８', '７', '６', '年', '，', '康有为', '拜', '当时', '颇', '有', '名望', '的', '今文经学', '家', '朱次琦为', '师', '，', '在', '朱', '讲学', '的', '南海', '九江镇', '礼山', '草堂', '学习', '三年', '，', '学业', '大有', '长进', '，', '思想', '也', '发生', '较大', '变化', '。']",梁启超传.txt
Nh,Ns,"(7, 8)","(13, 14)",康有为,香港,"['１', '８', '７', '９', ' ', '年底', '，', '康有为', '怀着', '一种', '好奇心', '到', '了', '香港', '。']",梁启超传.txt
Ns,Ns,"(2, 3)","(5, 6)",香港,英国,"['当时', '的', '香港', '已', '被', '英国', '的', '资本主义', '文明', '统治', '了', '３', '０', '多年', '，', '资本主义', '的', '经济', '、', '文化', '、', '思想', '和', '社会', '结构', '所', '带来', '的', '物质', '繁荣', '，', '尤其', '是', '崭新', '的', '思想', '文化', '令', '康有为', '惊叹不已', '。']",梁启超传.txt
Ns,Nh,"(1, 2)","(3, 4)",香港,康有为,"['在', '香港', '，', '康有为', '购买', '了', '一批', '图书', '和', '地图', '，', '他', '要', '开始', '新', '的', '研究', '和', '思考', '。']",梁启超传.txt
Ns,Nh,"(1, 2)","(6, 7)",香港,康有为,"['这次', '香港', '之', '行', '，', '对', '康有为', '的', '思想', '触动', '很大', '。']",梁启超传.txt
Ns,Ns,"(1, 2)","(3, 4)",香港,南海,"['从', '香港', '返回', '南海', '后', '，', '康有为', '就', '开始', '十分注意', '中学', '和', '西学', '的', '比较', '，', '善于', '从', '中西文化', '的', '结合', '上去', '构筑', '自己', '的', '思想体系', '。']",梁启超传.txt
Ns,Nh,"(1, 2)","(6, 7)",香港,康有为,"['从', '香港', '返回', '南海', '后', '，', '康有为', '就', '开始', '十分注意', '中学', '和', '西学', '的', '比较', '，', '善于', '从', '中西文化', '的', '结合', '上去', '构筑', '自己', '的', '思想体系', '。']",梁启超传.txt
Ns,Nh,"(3, 4)","(6, 7)",南海,康有为,"['从', '香港', '返回', '南海', '后', '，', '康有为', '就', '开始', '十分注意', '中学', '和', '西学', '的', '比较', '，', '善于', '从', '中西文化', '的', '结合', '上去', '构筑', '自己', '的', '思想体系', '。']",梁启超传.txt
Nh,Ns,"(1, 2)","(3, 4)",道光,咸丰,"['在', '道光', '、', '咸丰', '时期', '(', '１', '８', '２', '１', '—', '１', '８', '６', '１', ')', '，', '随着', '民族矛盾', '和', '阶级矛盾', '的', '日益', '尖锐', '，', '窒息', '中国', '文化学术', '生机', '的', '汉学', '便', '也', '走', '到', '了', '末路', '。']",梁启超传.txt
Nh,Nh,"(1, 2)","(3, 4)",龚自珍,魏源,"['以', '龚自珍', '、', '魏源', '为', '代表', '的', '一批', '思想家', '大力提倡', '今文经学', ',', '疾呼', '研究', '现实', '问题', ',', '假借', '经书', '的', '片言只字', '，', '自由', '地', '发挥', '自己', '的', '思想', '，', '利用', '今文经学', '中', '的', '“', '微言大义', '”', '揭露', '当时', '的', '社会', '矛盾', '，', '抨击', '统治阶级', '的', '罪恶', '，', '提出', '了', '一些', '缓和', '阶级矛盾', '和', '挽救', '社会', '危机', '的', '改良主义', '措施', '。']",梁启超传.txt
Nh,Nh,"(0, 1)","(2, 3)",康有为,朱次琦,"['康有为', '师从', '朱次琦', '学习', '今文经学', '之后', '，', '他', '曾经', '几次', '应', '广东', '和顺', '天', '乡试', '，', '都', '没有', '考取', '。']",梁启超传.txt
Ns,Ns,"(1, 2)","(3, 4)",北京,上海,"['数次', '北京', '、', '上海', '之', '行', '，', '他', '不仅', '目睹', '了', '由于', '清政府', '的', '腐败', '统治', '所', '引起', '的', '社会', '危机', '和', '西方', '殖民主义', '的', '侵略', '所', '引起', '的', '民族', '危亡', '，', '而且', '他', '也', '亲眼见到', '过', '香港', '、', '上海', '等', '资本主义', '的', '都市', '文明', '，', '这', '一切', '都', '使', '他', '相信', '资本主义', '制度', '比', '中国', '封建制度', '要', '优越', '。']",梁启超传.txt
Ns,Ns,"(37, 38)","(39, 40)",香港,上海,"['数次', '北京', '、', '上海', '之', '行', '，', '他', '不仅', '目睹', '了', '由于', '清政府', '的', '腐败', '统治', '所', '引起', '的', '社会', '危机', '和', '西方', '殖民主义', '的', '侵略', '所', '引起', '的', '民族', '危亡', '，', '而且', '他', '也', '亲眼见到', '过', '香港', '、', '上海', '等', '资本主义', '的', '都市', '文明', '，', '这', '一切', '都', '使', '他', '相信', '资本主义', '制度', '比', '中国', '封建制度', '要', '优越', '。']",梁启超传.txt
Nh,Ns,"(8, 9)","(12, 15)",康有为,北京顺天乡试,"['１', '８', '８', '８', '年', '５', '月', '，', '康有为', '再', '一次', '到', '北京', '顺天', '乡试', '时', '，', '他', '决心', '将', '自己', '的', '政治', '抱负', '付诸实践', '。']",梁启超传.txt
Ns,Nh,"(1, 2)","(3, 4)",北京,康有为,"['在', '北京', '，', '康有为', '草拟', '了', '《上皇帝书》', '(', '即', '上清帝', '第一', '书', ')', '，', '从', '国际', '、', '国内', '的', '形势', '分析', '，', '提出', '了', '“', '变成', '法', '”', ' ', '、', ' ', '“', '通', '下情', '”', ' ', '、', ' ', '“', '慎', '左右', '”', '的', '改革', '主张', '。']",梁启超传.txt
Ns,BOOK,"(1, 2)","(6, 7)",北京,《上皇帝书》,"['在', '北京', '，', '康有为', '草拟', '了', '《上皇帝书》', '(', '即', '上清帝', '第一', '书', ')', '，', '从', '国际', '、', '国内', '的', '形势', '分析', '，', '提出', '了', '“', '变成', '法', '”', ' ', '、', ' ', '“', '通', '下情', '”', ' ', '、', ' ', '“', '慎', '左右', '”', '的', '改革', '主张', '。']",梁启超传.txt
Nh,BOOK,"(3, 4)","(6, 7)",康有为,《上皇帝书》,"['在', '北京', '，', '康有为', '草拟', '了', '《上皇帝书》', '(', '即', '上清帝', '第一', '书', ')', '，', '从', '国际', '、', '国内', '的', '形势', '分析', '，', '提出', '了', '“', '变成', '法', '”', ' ', '、', ' ', '“', '通', '下情', '”', ' ', '、', ' ', '“', '慎', '左右', '”', '的', '改革', '主张', '。']",梁启超传.txt
Nh,Nh,"(0, 1)","(2, 3)",梁启超,康有为,"['梁启超', '初识', '康有为', '是', '在', '１', '８', '９', '０', '年', '。']",梁启超传.txt
Nh,Ns,"(3, 4)","(4, 5)",梁启超,北京,"['这年', '春天', '，', '梁启超', '北京', '会试', '落榜', '后', '，', '继续', '回到', '学海', '堂', '求学', '。']",梁启超传.txt
Ns,Ns,"(4, 5)","(11, 12)",北京,学海,"['这年', '春天', '，', '梁启超', '北京', '会试', '落榜', '后', '，', '继续', '回到', '学海', '堂', '求学', '。']",梁启超传.txt
Nh,Nh,"(5, 6)","(9, 10)",梁启超,康有为,"['８', '月', '的', '一天', '，', '梁启超', '的', '同学', '、', '康有为', '的', '学生', '陈', '千秋', '，', '向', '他', '介绍', '了', '康有为', '的', '学问', '和', '思想', '。']",梁启超传.txt
Nh,Nh,"(5, 6)","(12, 13)",梁启超,陈,"['８', '月', '的', '一天', '，', '梁启超', '的', '同学', '、', '康有为', '的', '学生', '陈', '千秋', '，', '向', '他', '介绍', '了', '康有为', '的', '学问', '和', '思想', '。']",梁启超传.txt
Nh,Nh,"(9, 10)","(12, 13)",康有为,陈,"['８', '月', '的', '一天', '，', '梁启超', '的', '同学', '、', '康有为', '的', '学生', '陈', '千秋', '，', '向', '他', '介绍', '了', '康有为', '的', '学问', '和', '思想', '。']",梁启超传.txt
Nh,Nh,"(12, 13)","(19, 20)",陈,康有为,"['８', '月', '的', '一天', '，', '梁启超', '的', '同学', '、', '康有为', '的', '学生', '陈', '千秋', '，', '向', '他', '介绍', '了', '康有为', '的', '学问', '和', '思想', '。']",梁启超传.txt
Nh,Nh,"(0, 2)","(3, 4)",陈千秋,康有为,"['陈', '千秋', '转述', '康有为', '的', '“', '非常', '异义', '可怪', '之论', '”', '极大', '地', '震撼', '了', '这位', '思想活跃', '、', '求知欲', '旺盛', '的', '青年', '学子', '。']",梁启超传.txt
Nh,Nh,"(0, 1)","(2, 3)",梁启超,康有为,"['梁启超', '拜会', '康有为', '后', '，', '为', '其', '学识', '、', '思想', '所', '折服', '，', '毅然决定', '退出', '学海', '堂', '，', '从师', '于', '康有为', '。']",梁启超传.txt
Nh,Ns,"(2, 3)","(5, 7)",康有为,广州长兴,"['最初', '，', '康有为', '讲学', '于', '广州', '长兴', '里', '邱氏', '书屋', '，', '１', '８', '９', '３', '年', '，', '随着', '投奔', '的', '青年', '学子', '日渐', '增多', '，', '长兴', '学舍', '人满为患', '，', '再迁', '于府', '学官', '仰高', '祠', '(', '今', '广州', '工人', '文化宫', ')', '，', '匾书', '“', '万木', '草堂', ' ', '”', ' ', '。']",梁启超传.txt
Nh,Nh,"(2, 3)","(8, 9)",康有为,邱氏,"['最初', '，', '康有为', '讲学', '于', '广州', '长兴', '里', '邱氏', '书屋', '，', '１', '８', '９', '３', '年', '，', '随着', '投奔', '的', '青年', '学子', '日渐', '增多', '，', '长兴', '学舍', '人满为患', '，', '再迁', '于府', '学官', '仰高', '祠', '(', '今', '广州', '工人', '文化宫', ')', '，', '匾书', '“', '万木', '草堂', ' ', '”', ' ', '。']",梁启超传.txt
Ns,Nh,"(5, 7)","(8, 9)",广州长兴,邱氏,"['最初', '，', '康有为', '讲学', '于', '广州', '长兴', '里', '邱氏', '书屋', '，', '１', '８', '９', '３', '年', '，', '随着', '投奔', '的', '青年', '学子', '日渐', '增多', '，', '长兴', '学舍', '人满为患', '，', '再迁', '于府', '学官', '仰高', '祠', '(', '今', '广州', '工人', '文化宫', ')', '，', '匾书', '“', '万木', '草堂', ' ', '”', ' ', '。']",梁启超传.txt
Ns,Ns,"(25, 26)","(30, 31)",长兴,于府,"['最初', '，', '康有为', '讲学', '于', '广州', '长兴', '里', '邱氏', '书屋', '，', '１', '８', '９', '３', '年', '，', '随着', '投奔', '的', '青年', '学子', '日渐', '增多', '，', '长兴', '学舍', '人满为患', '，', '再迁', '于府', '学官', '仰高', '祠', '(', '今', '广州', '工人', '文化宫', ')', '，', '匾书', '“', '万木', '草堂', ' ', '”', ' ', '。']",梁启超传.txt
Ns,Ns,"(30, 31)","(36, 37)",于府,广州,"['最初', '，', '康有为', '讲学', '于', '广州', '长兴', '里', '邱氏', '书屋', '，', '１', '８', '９', '３', '年', '，', '随着', '投奔', '的', '青年', '学子', '日渐', '增多', '，', '长兴', '学舍', '人满为患', '，', '再迁', '于府', '学官', '仰高', '祠', '(', '今', '广州', '工人', '文化宫', ')', '，', '匾书', '“', '万木', '草堂', ' ', '”', ' ', '。']",梁启超传.txt
Nh,Ns,"(0, 1)","(6, 7)",康有为,万木,"['康有为', '的', '善于', '理性', '思维', '在', '万木', '草堂', '的', '教学', '方针', '中', '得到', '具体', '的', '体现', '。']",梁启超传.txt
Nh,Nh,"(10, 11)","(13, 14)",康有为,梁启超,"['为', '让', '学生', '在', '实践', '研究', '中', '增长', '才干', '，', '康有为', '还', '让', '梁启超', '等', '人', '参加', '自己', '的', '研究', '项目', '，', '或', '收集', '资料', '，', '或', '写', '某些', '章节', '，', '或编', '索引', '和', '提要', '。']",梁启超传.txt
Nh,Ns,"(0, 1)","(2, 3)",梁启超,万木,"['梁启超', '在', '万木', '草堂', '求学', '时', '恰值', '１', '７', '到', '２', '０', '岁', '，', '正是', '思想活跃', '、', '勇于进取', '，', '最易', '接受', '新鲜', '事物', '的', '年龄', '。']",梁启超传.txt
Nh,BOOK,"(0, 1)","(6, 7)",康有为,《公羊传》,"['康有为', '最先', '让', '学生', '读的书', '是', '《公羊传》', '和', '《春秋繁露》', ' ', '。']",梁启超传.txt
BOOK,BOOK,"(6, 7)","(8, 9)",《公羊传》,《春秋繁露》,"['康有为', '最先', '让', '学生', '读的书', '是', '《公羊传》', '和', '《春秋繁露》', ' ', '。']",梁启超传.txt
Ns,Nh,"(1, 2)","(6, 7)",万木,梁启超,"['在', '万木', '草堂', '求学', '期间', '，', '梁启超', '曾经', '一度', '往', '佛山', '教书', '，', '借机', '大量', '传播', '康有为', '的', '政治', '学术观点', '。']",梁启超传.txt
Nh,Ns,"(6, 7)","(10, 11)",梁启超,佛山,"['在', '万木', '草堂', '求学', '期间', '，', '梁启超', '曾经', '一度', '往', '佛山', '教书', '，', '借机', '大量', '传播', '康有为', '的', '政治', '学术观点', '。']",梁启超传.txt
