Ns,Ns,"(3, 5)","(6, 7)",浙江绍兴,东昌,"['一个', '婴儿', '在', '浙江', '绍兴', '城内', '东昌', '坊', '口', '的', '新', '台门', '周宅', '诞生', '了', '。']",鲁迅传.txt
Nh,Nh,"(32, 33)","(35, 36)",阿,阿宝,"['哥儿俩', '便', '走', '到', '她', '的', '身旁', '，', '扑', '的', '一声', '假装', '跌倒', '，', '躺', '在', '地上', '，', '老', '菩萨', '终于', '心疼', '而', '不能', '沉默', '了', '，', '连忙', '叫唤', '着', '：', '“', '阿', '呀', '，', '阿宝', '，', '这', '地上', '很脏', '呢', '。', '”']",鲁迅传.txt
Ns,Ns,"(5, 6)","(10, 11)",东昌,荆川,"['他', '早就', '喜欢', '画画', '，', '东昌', '坊', '口', '杂货店', '的', '荆川', '纸', '，', '他', '曾', '买来', '订成', '小册', '，', '一张', '一张', '地画', '，', '其中', '有', '不少', '还是', '漫画', '呢', '。']",鲁迅传.txt
Ns,Nh,"(11, 12)","(15, 16)",东关,鲁迅,"['在', '他', '七岁', '那', '一年', '，', '小', '姑母', '来接', '他们', '去', '东关', '看五', '猖会', '，', '鲁迅', '简直', '兴奋', '极了', '。']",鲁迅传.txt
Ns,Ns,"(10, 11)","(13, 14)",六十多里,东关,"['这是', '全县', '最', '有名', '的', '盛会', '，', '地点', '是', '在', '六十多里', '外', '的', '东关', '，', '因为', '离城远', '，', '大清早', '就', '得', '起来', '。']",鲁迅传.txt
Nh,BOOK,"(0, 1)","(5, 6)",鲁迅,《鉴略》,"['鲁迅', '忐忑不安', '地', '拿来', '了', '《鉴略》', '，', '父亲', '冷冰冰', '地教', '他', '一句', '一句', '读', '下去', '，', '大约', '读', '了', '二三十', '行', '，', '父亲', '又', '命令', '说', '，', '“', '给', '我', '读熟', '。']",鲁迅传.txt
Nh,Nh,"(0, 1)","(5, 6)",鲁迅,周伯宜,"['鲁迅', '刚满', '七岁', '时', '，', '周伯宜', '就', '把', '他', '送', '进', '私塾', '，', '从', '这时候', '起', '，', '鲁迅', '开始', '了', '从', '家庭', '和', '学堂', '这', '两个', '地方', '同时', '吸取', '知识', '的', '乳汁', '。']",鲁迅传.txt
BOOK,BOOK,"(9, 10)","(11, 12)",《山海经》,《毛诗鸟兽草木虫鱼疏》,"['这位', '老人', '藏书', '很多', '，', '像', '绘图', '本', '的', '《山海经》', '和', '《毛诗鸟兽草木虫鱼疏》', '这些', '印着', '奇花异草', '、', '飞禽走兽', '的', '书', '，', '最使', '鲁迅', '神往', '，', '他', '从小', '就', '表现', '出', '爱美', '的', '天性', '。']",鲁迅传.txt
Ns,BOOK,"(8, 9)","(12, 13)",中国,《鉴略》,"['他', '的', '父亲', '命令', '他', '背熟', '的', '关于', '中国', '历史', '的', '读本', '《鉴略》', '，', '也', '是', '周', '玉田', '采用', '的', '教材', '。']",鲁迅传.txt
Nh,BOOK,"(16, 18)","(12, 13)",周玉田,《鉴略》,"['他', '的', '父亲', '命令', '他', '背熟', '的', '关于', '中国', '历史', '的', '读本', '《鉴略》', '，', '也', '是', '周', '玉田', '采用', '的', '教材', '。']",鲁迅传.txt
Nh,Ns,"(4, 5)","(7, 8)",鲁迅,绍兴,"['到', '了', '十二岁', '，', '鲁迅', '才', '进入', '绍兴', '城内', '最', '严厉', '的', '私塾', '三味书屋', '，', '就学', '于', '有名', '的', '方正', '博学', '的', '老秀才', '寿镜', '吾', '。']",鲁迅传.txt
Nh,BOOK,"(0, 1)","(6, 7)",鲁迅,《四书》,"['鲁迅', '在', '这里', '先后', '读', '了', '《四书》', '、', '《五经》', '、', '《唐诗三百首》', '等', '书', '。']",鲁迅传.txt
BOOK,BOOK,"(6, 7)","(8, 9)",《四书》,《五经》,"['鲁迅', '在', '这里', '先后', '读', '了', '《四书》', '、', '《五经》', '、', '《唐诗三百首》', '等', '书', '。']",鲁迅传.txt
BOOK,BOOK,"(6, 7)","(10, 11)",《四书》,《唐诗三百首》,"['鲁迅', '在', '这里', '先后', '读', '了', '《四书》', '、', '《五经》', '、', '《唐诗三百首》', '等', '书', '。']",鲁迅传.txt
BOOK,BOOK,"(8, 9)","(10, 11)",《五经》,《唐诗三百首》,"['鲁迅', '在', '这里', '先后', '读', '了', '《四书》', '、', '《五经》', '、', '《唐诗三百首》', '等', '书', '。']",鲁迅传.txt
BOOK,BOOK,"(13, 14)","(15, 16)",《西游记》,《水浒传》,"['从', '七八岁', '开始', '，', '鲁迅', '还', '按照', '祖父', '的', '指点', '，', '读', '了', '《西游记》', '、', '《水浒传》', '等', '小说', '及其', '他', '许多', '古典', '诗词', '。']",鲁迅传.txt
Nh,BOOK,"(6, 7)","(8, 9)",鲁迅,《诗经》,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,BOOK,"(6, 7)","(13, 14)",鲁迅,《楚辞》,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(15, 16)","(17, 18)",陶潜,李白,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(15, 16)","(19, 20)",陶潜,李贺,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(15, 16)","(21, 22)",陶潜,李商隐,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,BOOK,"(15, 16)","(8, 9)",陶潜,《诗经》,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,BOOK,"(15, 16)","(13, 14)",陶潜,《楚辞》,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(17, 18)","(19, 20)",李白,李贺,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(17, 18)","(21, 22)",李白,李商隐,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(17, 18)","(23, 24)",李白,温庭筠,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,BOOK,"(17, 18)","(13, 14)",李白,《楚辞》,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(19, 20)","(21, 22)",李贺,李商隐,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(19, 20)","(23, 24)",李贺,温庭筠,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(19, 20)","(25, 26)",李贺,苏轼,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,BOOK,"(19, 20)","(13, 14)",李贺,《楚辞》,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(21, 22)","(23, 24)",李商隐,温庭筠,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(21, 22)","(25, 26)",李商隐,苏轼,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(21, 22)","(27, 28)",李商隐,陆游,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(23, 24)","(25, 26)",温庭筠,苏轼,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(23, 24)","(27, 28)",温庭筠,陆游,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(23, 24)","(29, 30)",温庭筠,黄庭坚,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(25, 26)","(27, 28)",苏轼,陆游,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(25, 26)","(29, 30)",苏轼,黄庭坚,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
Nh,Nh,"(27, 28)","(29, 30)",陆游,黄庭坚,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
BOOK,BOOK,"(8, 9)","(13, 14)",《诗经》,《楚辞》,"['在', '祖父', '的', '影响', '下', '，', '鲁迅', '除读', '《诗经》', '外', '，', '还读', '了', '《楚辞》', '及', '陶潜', '、', '李白', '、', '李贺', '、', '李商隐', '、', '温庭筠', '、', '苏轼', '、', '陆游', '、', '黄庭坚', '等', '人', '的', '诗', '。']",鲁迅传.txt
BOOK,BOOK,"(21, 22)","(23, 24)",《论语》,《孟子》,"['从', '五岁', '至', '十七岁', '之间', '，', '他', '已经', '博览', '了', '中国', '的', '许多', '古籍', '，', '除了', '当时', '一般', '士大夫', '所读', '的', '《论语》', '、', '《孟子》', '及', '旁', '的', '一些', '儒家', '经典', '之外', '，', '他', '还', '涉猎', '过', '许多', '笔记', '和', '野史', '。']",鲁迅传.txt
BOOK,BOOK,"(30, 31)","(32, 33)",《芥子园画传》,《花镜》,"['鲁迅', '从小', '就', '喜欢', '在', '知识', '的', '海洋', '里', '漫游', '，', '他', '用', '压岁钱', '的', '积蓄', '买', '书', '，', '特别', '是', '买', '他', '心爱', '的', '画谱', '、', '画册', '，', '如', '《芥子园画传》', '、', '《花镜》', '、', '《毛诗品物图考》', '等', '。']",鲁迅传.txt
BOOK,BOOK,"(30, 31)","(34, 35)",《芥子园画传》,《毛诗品物图考》,"['鲁迅', '从小', '就', '喜欢', '在', '知识', '的', '海洋', '里', '漫游', '，', '他', '用', '压岁钱', '的', '积蓄', '买', '书', '，', '特别', '是', '买', '他', '心爱', '的', '画谱', '、', '画册', '，', '如', '《芥子园画传》', '、', '《花镜》', '、', '《毛诗品物图考》', '等', '。']",鲁迅传.txt
BOOK,BOOK,"(32, 33)","(34, 35)",《花镜》,《毛诗品物图考》,"['鲁迅', '从小', '就', '喜欢', '在', '知识', '的', '海洋', '里', '漫游', '，', '他', '用', '压岁钱', '的', '积蓄', '买', '书', '，', '特别', '是', '买', '他', '心爱', '的', '画谱', '、', '画册', '，', '如', '《芥子园画传》', '、', '《花镜》', '、', '《毛诗品物图考》', '等', '。']",鲁迅传.txt
Nh,Nh,"(0, 1)","(4, 5)",鲁迅,庄,"['鲁迅', '最初', '在', '皇甫', '庄', '见到', '《毛诗品物图考》', '时', '，', '真是', '喜爱', '极了', '。']",鲁迅传.txt
Nh,BOOK,"(0, 1)","(6, 7)",鲁迅,《毛诗品物图考》,"['鲁迅', '最初', '在', '皇甫', '庄', '见到', '《毛诗品物图考》', '时', '，', '真是', '喜爱', '极了', '。']",鲁迅传.txt
Nh,BOOK,"(4, 5)","(6, 7)",庄,《毛诗品物图考》,"['鲁迅', '最初', '在', '皇甫', '庄', '见到', '《毛诗品物图考》', '时', '，', '真是', '喜爱', '极了', '。']",鲁迅传.txt
BOOK,BOOK,"(22, 23)","(24, 25)",《茶经》,《五木经》,"['鲁迅', '买不起', '的', '书', '，', '就', '自己', '动手', '来', '抄', '，', '他', '从小', '就', '有', '抄书', '与', '描画', '的', '习惯', '，', '三卷', '《茶经》', '、', '《五木经》', '他', '都', '亲手', '抄过', '。']",鲁迅传.txt
BOOK,BOOK,"(0, 1)","(2, 3)",《西游记》,《荡寇志》,"['《西游记》', '、', '《荡寇志》', '里', '的', '绣像', '，', '他', '描画', '下', '了', '一大', '本', '，', '鲁迅', '从', '童年时代', '开始', '，', '就', '为', '他', '以后', '攀越', '文学艺术', '的', '崇山峻岭', '，', '铺', '下', '了', '最初', '的', '石级', '。']",鲁迅传.txt
Nh,Ns,"(0, 1)","(4, 5)",鲁迅,中国,"['鲁迅', '后来', '所以', '对', '中国', '的', '社会', '和', '历史', '表现', '出', '那么', '深刻', '的', '认识', '，', '在', '向', '帝国主义', '、', '封建主义', '进行', '勇猛', '的', '冲杀', '中', '，', '表现', '出', '那样', '惊人', '的', '毅力', '，', '是', '同', '他', '对', '中国', '传统', '文化', '的', '深切', '领会', '紧密', '相关', '的', '。']",鲁迅传.txt
Nh,Nh,"(0, 1)","(5, 6)",王祥,朱氏,"['王祥', '早年', '丧母', '，', '继母', '朱氏', '不仅', '对', '他', '凶狠', '，', '而且', '在', '他', '父亲', '面前', '挑拨离间', '，', '使', '父亲', '对', '他', '感情', '不好', '。']",鲁迅传.txt
Nh,Nh,"(3, 4)","(9, 10)",鲁迅,郭巨,"['而', '最', '使', '鲁迅', '感到', '惧怕', '的', '是', '“', '郭巨', '埋儿', '”', '的', '故事', '。']",鲁迅传.txt
Nh,Nh,"(5, 6)","(9, 10)",姆,鲁迅,"['然而', '这个', '粗鲁', '的', '媬', '姆', '，', '却', '爱', '鲁迅', '，', '还', '把', '他', '最', '喜欢', '的', '书', '也', '记', '在', '心里', '。']",鲁迅传.txt
Nh,BOOK,"(0, 1)","(6, 7)",鲁迅,《山海经》,"['鲁迅', '又', '在', '这种', '美妙', '的', '《山海经》', '世界', '里', '陶醉', '了', '。']",鲁迅传.txt
Ns,Ns,"(8, 9)","(15, 16)",绍兴,咸丰,"['她', '是', '户部', '主事鲁希', '曾', '的', '女儿', '，', '绍兴', '安', '桥头', '人', '，', '生于', '清代', '咸丰', '年间', '。']",鲁迅传.txt
BOOK,BOOK,"(15, 16)","(17, 18)",《天雨花》,《再生缘》,"['她', '读', '了', '不少', '的', '书', '，', '最初', '读', '的', '是', '些', '弹词', '，', '如', '《天雨花》', '、', '《再生缘》', '，', '随后', '看', '的', '是', '演义', '，', '大抵', '家里', '有', '的', '书', '她', '都', '看', '。']",鲁迅传.txt
Nh,Nh,"(1, 2)","(3, 4)",周伯宜,鲁迅,"['当', '周伯宜', '命令', '鲁迅', '背书', '时', '，', '她', '静静地', '听', '着', '，', '为', '儿子', '耽心', '，', '儿子', '顺利', '地背', '完', '了', '书', '，', '她', '为', '儿子', '高兴', '。']",鲁迅传.txt
Nh,Nh,"(3, 4)","(6, 7)",安,鲁迅,"['外婆家', '所在', '的', '安', '桥头', '是', '鲁迅', '儿时', '的', '乐土', '，', '那', '是', '一个', '离', '曹娥江', '不远', '的', '幽静', '而', '偏僻', '的', '村庄', '。']",鲁迅传.txt
Ns,Nh,"(3, 4)","(8, 9)",赵庄,鲁迅,"['一会儿', '，', '见到', '赵庄', '了', '，', '首先', '扑进', '鲁迅', '眼帘', '的', '是', '屹立', '在', '庄外', '河边', '空地', '上', '的', '一座', '戏台', '，', '远远地', '它', '在', '朦胧', '的', '月光', '下', '显得', '十分', '迷人', '，', '鲁迅', '几乎', '疑心', '是', '在', '画里', '见', '过', '的', '仙境', '，', '竟', '在', '这里', '出现', '了', '。']",鲁迅传.txt
Ns,Nh,"(0, 1)","(3, 4)",十三岁,鲁迅,"['十三岁', '以前', '的', '鲁迅', '，', '在', '温暖', '与', '欢乐', '中过', '着', '士大夫', '家庭', '里', '的', '少爷', '生活', '，', '他', '还', '不', '了解', '社会', '，', '不', '了解', '社会', '中', '除了', '窗明几净', '、', '丰衣足食', '的', '天堂', '之外', '，', '还有', '一个', '黑暗', '如漆', '的', '人间', '活地狱', '，', '更', '没有', '想到', '他', '后来', '竟成', '了', '推翻', '这个', '地狱', '的', '勇士', '。']",鲁迅传.txt
Ns,Nh,"(1, 2)","(8, 9)",浙江,殷如璋,"['这是', '浙江', '举行', '乡试', '的', '一年', '，', '主考官', '殷如璋', '已经', '离京', '前来', '。']",鲁迅传.txt
Nh,Nh,"(0, 1)","(2, 3)",殷如璋,周,"['殷如璋', '与', '周', '福清', '是', '同年', '，', '曾经', '相识', '。']",鲁迅传.txt
Nh,Ns,"(0, 1)","(3, 4)",殷如璋,福清,"['殷如璋', '与', '周', '福清', '是', '同年', '，', '曾经', '相识', '。']",鲁迅传.txt
Nh,Ns,"(2, 3)","(3, 4)",周,福清,"['殷如璋', '与', '周', '福清', '是', '同年', '，', '曾经', '相识', '。']",鲁迅传.txt
Ns,Ns,"(25, 26)","(30, 31)",钱庄,福清,"['亲友', '中便', '有人', '认为', '这是', '一个', '让', '子弟', '出头', '的', '好', '机会', '，', '于是', '，', '几个', '富有', '的', '人家', '凑齐', '了', '一万两', '银子', '，', '写成', '钱庄', '的', '期票', '，', '请周', '福清', '出面', '去', '贿赂', '主考官', '。']",鲁迅传.txt
Nh,Nh,"(7, 8)","(10, 11)",鲁迅,周伯宜,"['这些', '想', '出头', '子弟', '中间', '也', '有', '鲁迅', '的', '父亲', '周伯宜', '。']",鲁迅传.txt
Nh,Nh,"(0, 1)","(5, 6)",王仁堪,周,"['王仁堪', '无可奈何', '，', '只好', '将', '周', '福清', '押往', '浙江', '处理', '。']",鲁迅传.txt
Nh,Ns,"(0, 1)","(6, 7)",王仁堪,福清,"['王仁堪', '无可奈何', '，', '只好', '将', '周', '福清', '押往', '浙江', '处理', '。']",鲁迅传.txt
