Ns,Ns,"(31, 32)","(34, 35)",宣武门,太平湖,"['咸丰', '十年', '，', '十九岁', '的', '醇', '郡王', '奕', '囗', '奉旨', '与', '懿', '贵妃', '叶赫那拉', '氏', '的', '妹妹', '成婚', '，', '依例', '先行', '分府', '出宫', '，', '他', '受', '赐', '的', '府邸', '坐落', '在', '宣武门', '内', '的', '太平湖', '东岸', '，', '即', '现在', '中央音乐学院', '所在地', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(2, 3)","(6, 7)",荣禄,满洲,"['我', '外祖父', '荣禄', '是', '瓜尔', '佳氏', '满洲', '正', '白旗', '人', '，', '咸丰', '年间', '做过', '户部', '银库', '员外郎', '，', '因为', '贪污', '几乎', '被', '肃顺', '杀', '了', '头', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(0, 1)","(3, 4)",荣禄,李莲英,"['荣禄', '有', '了', '李莲英', '这个', '好', '朋友', '，', '加上', '他', '的', '妻子', '很会', '讨好', '太后', '，', '常', '被', '召', '进宫', '去', '陪伴', '太后', '聊天', '，', '所以', '他', '对', '慈禧', '的', '心理', '越摸', '越熟', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(28, 29)","(30, 31)",江中,慈禧,"['他', '知道', '慈禧', '光绪', '母子', '不', '和', '的', '内情', '，', '也', '深知', '这场', '不', '和', '对', '自己', '前途', '的', '关系', '，', '当然', '他', '更', '愿意', '在', '这场', '内', '江中', '给', '慈禧', '出', '主意', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(0, 1)","(7, 8)",荣禄,翁同和,"['荣禄', '是', '当权派', '后党', '的', '头脑', '，', '翁同和', '是', '没有', '实权', '的', '帝党', '的', '头脑', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(10, 11)","(12, 13)",翁同和,康有为,"['维新派', '之', '能够', '和', '皇帝', '接触', '上', '，', '是', '由于', '翁同和', '对', '康有为', '的', '推荐', '，', '慈禧', '按照', '事先', '安排', '好', '的', '计策', '，', '先', '强逼', '着', '光绪', '叫', '他', '的', '老师', '翁同和', '退休', '回', '了', '家', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(10, 11)","(16, 17)",翁同和,慈禧,"['维新派', '之', '能够', '和', '皇帝', '接触', '上', '，', '是', '由于', '翁同和', '对', '康有为', '的', '推荐', '，', '慈禧', '按照', '事先', '安排', '好', '的', '计策', '，', '先', '强逼', '着', '光绪', '叫', '他', '的', '老师', '翁同和', '退休', '回', '了', '家', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(12, 13)","(16, 17)",康有为,慈禧,"['维新派', '之', '能够', '和', '皇帝', '接触', '上', '，', '是', '由于', '翁同和', '对', '康有为', '的', '推荐', '，', '慈禧', '按照', '事先', '安排', '好', '的', '计策', '，', '先', '强逼', '着', '光绪', '叫', '他', '的', '老师', '翁同和', '退休', '回', '了', '家', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(0, 1)","(2, 3)",翁同和,北京,"['翁同和', '离开', '北京', '不', '多天', '，', '荣禄', '就', '走马上任', '，', '做', '了', '文渊阁', '大学士', '兼', '直隶', '总督', '和', '北洋', '大臣', '，', '位居', '首辅', '，', '统辖', '近畿', '三军', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(16, 17)","(18, 19)",光绪,天津,"['这件', '事', '的', '经过', '，', '据说', '是', '这样', '：', '先是', '荣禄', '定计', '要', '在', '太后', '和', '光绪', '在', '天津', '检阅', '新军', '时', '实行', '政变', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(21, 22)","(25, 26)",翁同和,天津,"['在', '举国', '以谈', '维新', '为', '时髦', '的', '时候', '，', '袁世凯', '曾', '参加', '过', '维新', '人士', '的', '团体', '“', '强学会', '”', '，', '翁同和', '革职', '返乡', '路过', '天津', '时', '，', '袁世凯', '还', '向', '他', '表示', '过', '同情', '，', '并且', '申述', '了', '对', '皇帝', '的', '无限忠诚', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(21, 22)","(28, 29)",翁同和,袁世凯,"['在', '举国', '以谈', '维新', '为', '时髦', '的', '时候', '，', '袁世凯', '曾', '参加', '过', '维新', '人士', '的', '团体', '“', '强学会', '”', '，', '翁同和', '革职', '返乡', '路过', '天津', '时', '，', '袁世凯', '还', '向', '他', '表示', '过', '同情', '，', '并且', '申述', '了', '对', '皇帝', '的', '无限忠诚', '。']",《溥仪自传--我的前半生》.txt
Ns,Nh,"(25, 26)","(28, 29)",天津,袁世凯,"['在', '举国', '以谈', '维新', '为', '时髦', '的', '时候', '，', '袁世凯', '曾', '参加', '过', '维新', '人士', '的', '团体', '“', '强学会', '”', '，', '翁同和', '革职', '返乡', '路过', '天津', '时', '，', '袁世凯', '还', '向', '他', '表示', '过', '同情', '，', '并且', '申述', '了', '对', '皇帝', '的', '无限忠诚', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(34, 35)","(36, 37)",慈禧,光绪,"['光绪', '召见', '了', '他', '，', '破格', '升', '他', '为', '兵部', '侍郎', '，', '专司', '练兵', '事务', '，', '然后', '维新派', '谭嗣同', '①', '又', '私下', '到', '他', '的', '寓所', '，', '说出', '了', '维新派', '的', '计划', '：', '在', '慈禧', '和', '光绪', '阅兵', '时', '，', '实行', '兵谏', '，', '诛杀', '荣禄', '，', '软禁', '慈禧', '，', '拥戴', '光绪', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(4, 5)","(9, 10)",谭嗣同,天津,"['可是', '他', '送走', '了', '谭嗣同', '，', '当天', '就', '奔回', '天津', '，', '向', '他', '的', '上司', '荣禄', '作', '了', '全盘', '报告', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(9, 10)","(12, 13)",丰台,颐和园,"['荣禄', '得', '讯', '，', '连忙', '乘火车', '北上', '，', '在', '丰台', '下车', '直奔', '颐和园', '，', '告诉', '了', '慈禧', '。']",《溥仪自传--我的前半生》.txt
Ns,Nh,"(9, 10)","(16, 17)",丰台,慈禧,"['荣禄', '得', '讯', '，', '连忙', '乘火车', '北上', '，', '在', '丰台', '下车', '直奔', '颐和园', '，', '告诉', '了', '慈禧', '。']",《溥仪自传--我的前半生》.txt
Ns,Nh,"(12, 13)","(16, 17)",颐和园,慈禧,"['荣禄', '得', '讯', '，', '连忙', '乘火车', '北上', '，', '在', '丰台', '下车', '直奔', '颐和园', '，', '告诉', '了', '慈禧', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(14, 15)","(17, 18)",康有为,日本,"['结果', '，', '光绪', '被', '幽禁', '，', '谭嗣同', '等', '六位', '维新派', '人士', '被', '杀', '，', '康有为', '逃', '到', '日本', '，', '百日维新', '昙花一现', '，', '而', '我', '的', '外祖父', '，', '正如', '梁启超', '说', '的', '，', '是', '“', '身兼', '将相', '，', '权倾举', '朝', '”', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(12, 13)","(14, 16)",壮飞,湖南浏阳,"['①', '谭嗣同', '（', '1865', '—', '1893', '）', '，', '字', '复生', '，', '号', '壮飞', '，', '湖南', '浏阳', '人', '，', '是', '清末', '维新运动', '的', '思想家', '之一', '，', '忿', '中日战争', '失败', '，', '在', '测阳创', '“', '算', '学社', '”', '著', '“', '仁学', '”', '，', '后', '又', '组织', '“', '南学会', '”', '办', '“', '湘报', '”', '，', '成为', '维新运动', '的', '领袖', '之一', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(13, 14)","(15, 16)",林旭,杨锐,"['他', '被', '袁世凯', '出卖', '后', '遇害', '，', '一同', '遇害', '的', '还有', '维新派', '的', '林旭', '、', '杨锐', '、', '刘光第', '、', '杨深秀', '、', '康广仁', '等', '，', '旧史', '称为', '六', '君子', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(13, 14)","(17, 18)",林旭,刘光第,"['他', '被', '袁世凯', '出卖', '后', '遇害', '，', '一同', '遇害', '的', '还有', '维新派', '的', '林旭', '、', '杨锐', '、', '刘光第', '、', '杨深秀', '、', '康广仁', '等', '，', '旧史', '称为', '六', '君子', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(13, 14)","(19, 20)",林旭,杨深秀,"['他', '被', '袁世凯', '出卖', '后', '遇害', '，', '一同', '遇害', '的', '还有', '维新派', '的', '林旭', '、', '杨锐', '、', '刘光第', '、', '杨深秀', '、', '康广仁', '等', '，', '旧史', '称为', '六', '君子', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(15, 16)","(17, 18)",杨锐,刘光第,"['他', '被', '袁世凯', '出卖', '后', '遇害', '，', '一同', '遇害', '的', '还有', '维新派', '的', '林旭', '、', '杨锐', '、', '刘光第', '、', '杨深秀', '、', '康广仁', '等', '，', '旧史', '称为', '六', '君子', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(15, 16)","(19, 20)",杨锐,杨深秀,"['他', '被', '袁世凯', '出卖', '后', '遇害', '，', '一同', '遇害', '的', '还有', '维新派', '的', '林旭', '、', '杨锐', '、', '刘光第', '、', '杨深秀', '、', '康广仁', '等', '，', '旧史', '称为', '六', '君子', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(15, 16)","(21, 22)",杨锐,康广仁,"['他', '被', '袁世凯', '出卖', '后', '遇害', '，', '一同', '遇害', '的', '还有', '维新派', '的', '林旭', '、', '杨锐', '、', '刘光第', '、', '杨深秀', '、', '康广仁', '等', '，', '旧史', '称为', '六', '君子', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(17, 18)","(19, 20)",刘光第,杨深秀,"['他', '被', '袁世凯', '出卖', '后', '遇害', '，', '一同', '遇害', '的', '还有', '维新派', '的', '林旭', '、', '杨锐', '、', '刘光第', '、', '杨深秀', '、', '康广仁', '等', '，', '旧史', '称为', '六', '君子', '。']",《溥仪自传--我的前半生》.txt
